STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08
US1TXCML006,29.8374,-98.3987,316.1,1/27/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,1/28/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,1/29/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,1/30/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,1/31/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/1/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/2/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/3/18,,,0.03,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/4/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/5/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/6/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/7/18,,,0.05,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/8/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/9/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/10/18,,,0.02,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/11/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/12/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/13/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/14/18,,,0.09,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/15/18,,,0.02,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/16/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/17/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/18/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/19/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/21/18,,,0.06,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/22/18,,,0.81,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/23/18,,,0.79,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/24/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/25/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/26/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/27/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,2/28/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/1/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/2/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/3/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/4/18,,,0.17,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/5/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/6/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/7/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/8/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/9/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/10/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/11/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/12/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/13/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/14/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/15/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/16/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/17/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/18/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/20/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/21/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/22/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/23/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/25/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/26/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/27/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/28/18,,,3.19,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/29/18,,,0.67,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/30/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,3/31/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,4/2/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,4/3/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,4/4/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,4/5/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,4/6/18,,,0,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,4/7/18,,,0,,,,,,,,,,
