STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00417628,"RIOMEDINA, TX US",1/1/64,0,,
USC00417628,"RIOMEDINA, TX US",1/2/64,0,,
USC00417628,"RIOMEDINA, TX US",1/3/64,0,,
USC00417628,"RIOMEDINA, TX US",1/4/64,0,,
USC00417628,"RIOMEDINA, TX US",1/5/64,0,,
USC00417628,"RIOMEDINA, TX US",1/6/64,0,,
USC00417628,"RIOMEDINA, TX US",1/7/64,0,,
USC00417628,"RIOMEDINA, TX US",1/8/64,0,,
USC00417628,"RIOMEDINA, TX US",1/9/64,0,,
USC00417628,"RIOMEDINA, TX US",1/10/64,0,,
USC00417628,"RIOMEDINA, TX US",1/11/64,0,,
USC00417628,"RIOMEDINA, TX US",1/12/64,0,,
USC00417628,"RIOMEDINA, TX US",1/13/64,0,,
USC00417628,"RIOMEDINA, TX US",1/14/64,0,,
USC00417628,"RIOMEDINA, TX US",1/15/64,0,,
USC00417628,"RIOMEDINA, TX US",1/16/64,0.56,,
USC00417628,"RIOMEDINA, TX US",1/17/64,0,,
USC00417628,"RIOMEDINA, TX US",1/18/64,0,,
USC00417628,"RIOMEDINA, TX US",1/19/64,0,,
USC00417628,"RIOMEDINA, TX US",1/20/64,0,,
USC00417628,"RIOMEDINA, TX US",1/21/64,0,,
USC00417628,"RIOMEDINA, TX US",1/22/64,0,,
USC00417628,"RIOMEDINA, TX US",1/23/64,0,,
USC00417628,"RIOMEDINA, TX US",1/24/64,0,,
USC00417628,"RIOMEDINA, TX US",1/25/64,0,,
USC00417628,"RIOMEDINA, TX US",1/26/64,0,,
USC00417628,"RIOMEDINA, TX US",1/27/64,0,,
USC00417628,"RIOMEDINA, TX US",1/28/64,0,,
USC00417628,"RIOMEDINA, TX US",1/29/64,0,,
USC00417628,"RIOMEDINA, TX US",1/30/64,0.15,,
USC00417628,"RIOMEDINA, TX US",1/31/64,2.6,,
USC00417628,"RIOMEDINA, TX US",2/1/64,0,,
USC00417628,"RIOMEDINA, TX US",2/2/64,0,,
USC00417628,"RIOMEDINA, TX US",2/3/64,0.11,,
USC00417628,"RIOMEDINA, TX US",2/4/64,0.85,,
USC00417628,"RIOMEDINA, TX US",2/5/64,0,,
USC00417628,"RIOMEDINA, TX US",2/6/64,0,,
USC00417628,"RIOMEDINA, TX US",2/7/64,0,,
USC00417628,"RIOMEDINA, TX US",2/8/64,0,,
USC00417628,"RIOMEDINA, TX US",2/9/64,0,,
USC00417628,"RIOMEDINA, TX US",2/10/64,0,,
USC00417628,"RIOMEDINA, TX US",2/11/64,0,,
USC00417628,"RIOMEDINA, TX US",2/12/64,0,,
USC00417628,"RIOMEDINA, TX US",2/13/64,0,,
USC00417628,"RIOMEDINA, TX US",2/14/64,0,,
USC00417628,"RIOMEDINA, TX US",2/15/64,0.11,,
USC00417628,"RIOMEDINA, TX US",2/16/64,0,,
USC00417628,"RIOMEDINA, TX US",2/17/64,0,,
USC00417628,"RIOMEDINA, TX US",2/18/64,0,,
