STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00417628,"RIOMEDINA, TX US",1/1/59,0,,
USC00417628,"RIOMEDINA, TX US",1/2/59,0,,
USC00417628,"RIOMEDINA, TX US",1/3/59,0,,
USC00417628,"RIOMEDINA, TX US",1/4/59,0,,
USC00417628,"RIOMEDINA, TX US",1/5/59,0,,
USC00417628,"RIOMEDINA, TX US",1/6/59,0.1,,
USC00417628,"RIOMEDINA, TX US",1/7/59,0.07,,
USC00417628,"RIOMEDINA, TX US",1/8/59,0,,
USC00417628,"RIOMEDINA, TX US",1/9/59,0,,
USC00417628,"RIOMEDINA, TX US",1/10/59,0,,
USC00417628,"RIOMEDINA, TX US",1/11/59,0,,
USC00417628,"RIOMEDINA, TX US",1/12/59,0.06,,
USC00417628,"RIOMEDINA, TX US",1/13/59,0.23,,
USC00417628,"RIOMEDINA, TX US",1/14/59,0,,
USC00417628,"RIOMEDINA, TX US",1/15/59,0,,
USC00417628,"RIOMEDINA, TX US",1/16/59,0,,
USC00417628,"RIOMEDINA, TX US",1/17/59,0,,
USC00417628,"RIOMEDINA, TX US",1/18/59,0,,
USC00417628,"RIOMEDINA, TX US",1/19/59,0,,
USC00417628,"RIOMEDINA, TX US",1/20/59,0,,
USC00417628,"RIOMEDINA, TX US",1/21/59,0,,
USC00417628,"RIOMEDINA, TX US",1/22/59,0,,
USC00417628,"RIOMEDINA, TX US",1/23/59,0,,
USC00417628,"RIOMEDINA, TX US",1/24/59,0.07,,
USC00417628,"RIOMEDINA, TX US",1/25/59,0,,
USC00417628,"RIOMEDINA, TX US",1/26/59,0,,
USC00417628,"RIOMEDINA, TX US",1/27/59,0,,
USC00417628,"RIOMEDINA, TX US",1/28/59,0,,
USC00417628,"RIOMEDINA, TX US",1/29/59,0.06,,
USC00417628,"RIOMEDINA, TX US",1/30/59,0.12,,
USC00417628,"RIOMEDINA, TX US",1/31/59,0,,
USC00417628,"RIOMEDINA, TX US",2/1/59,0,,
USC00417628,"RIOMEDINA, TX US",2/2/59,0.34,,
