STATION,NAME,DATE,PRCP
USC00417628,"RIOMEDINA, TX US",8/1/36,0
USC00417628,"RIOMEDINA, TX US",8/2/36,0
USC00417628,"RIOMEDINA, TX US",8/3/36,0
USC00417628,"RIOMEDINA, TX US",8/4/36,0
USC00417628,"RIOMEDINA, TX US",8/5/36,0
USC00417628,"RIOMEDINA, TX US",8/6/36,0
USC00417628,"RIOMEDINA, TX US",8/7/36,0
USC00417628,"RIOMEDINA, TX US",8/8/36,0
USC00417628,"RIOMEDINA, TX US",8/9/36,0
USC00417628,"RIOMEDINA, TX US",8/10/36,0
USC00417628,"RIOMEDINA, TX US",8/11/36,0
USC00417628,"RIOMEDINA, TX US",8/12/36,0
USC00417628,"RIOMEDINA, TX US",8/13/36,0
USC00417628,"RIOMEDINA, TX US",8/14/36,0
USC00417628,"RIOMEDINA, TX US",8/15/36,0
USC00417628,"RIOMEDINA, TX US",8/16/36,0
USC00417628,"RIOMEDINA, TX US",8/17/36,0
USC00417628,"RIOMEDINA, TX US",8/18/36,0
USC00417628,"RIOMEDINA, TX US",8/19/36,0.18
USC00417628,"RIOMEDINA, TX US",8/20/36,0
USC00417628,"RIOMEDINA, TX US",8/21/36,0
USC00417628,"RIOMEDINA, TX US",8/22/36,0
USC00417628,"RIOMEDINA, TX US",8/23/36,0
USC00417628,"RIOMEDINA, TX US",8/24/36,0
USC00417628,"RIOMEDINA, TX US",8/25/36,0
USC00417628,"RIOMEDINA, TX US",8/26/36,0
USC00417628,"RIOMEDINA, TX US",8/27/36,0
USC00417628,"RIOMEDINA, TX US",8/28/36,0.85
USC00417628,"RIOMEDINA, TX US",8/29/36,0
USC00417628,"RIOMEDINA, TX US",8/30/36,0.29
USC00417628,"RIOMEDINA, TX US",8/31/36,0
USC00417628,"RIOMEDINA, TX US",9/1/36,0
USC00417628,"RIOMEDINA, TX US",9/2/36,0
USC00417628,"RIOMEDINA, TX US",9/3/36,0
USC00417628,"RIOMEDINA, TX US",9/4/36,0
USC00417628,"RIOMEDINA, TX US",9/5/36,0
USC00417628,"RIOMEDINA, TX US",9/6/36,0
USC00417628,"RIOMEDINA, TX US",9/7/36,0
USC00417628,"RIOMEDINA, TX US",9/8/36,0
USC00417628,"RIOMEDINA, TX US",9/9/36,0
USC00417628,"RIOMEDINA, TX US",9/10/36,0
USC00417628,"RIOMEDINA, TX US",9/11/36,0
USC00417628,"RIOMEDINA, TX US",9/12/36,0
USC00417628,"RIOMEDINA, TX US",9/13/36,0.6
USC00417628,"RIOMEDINA, TX US",9/14/36,0.4
USC00417628,"RIOMEDINA, TX US",9/15/36,0
USC00417628,"RIOMEDINA, TX US",9/16/36,0
USC00417628,"RIOMEDINA, TX US",9/17/36,0
USC00417628,"RIOMEDINA, TX US",9/18/36,0
USC00417628,"RIOMEDINA, TX US",9/19/36,0
USC00417628,"RIOMEDINA, TX US",9/20/36,0
USC00417628,"RIOMEDINA, TX US",9/21/36,0
USC00417628,"RIOMEDINA, TX US",9/22/36,0
USC00417628,"RIOMEDINA, TX US",9/23/36,0
USC00417628,"RIOMEDINA, TX US",9/24/36,0
USC00417628,"RIOMEDINA, TX US",9/25/36,0.15
USC00417628,"RIOMEDINA, TX US",9/26/36,0.98
USC00417628,"RIOMEDINA, TX US",9/27/36,0
USC00417628,"RIOMEDINA, TX US",9/28/36,0
USC00417628,"RIOMEDINA, TX US",9/29/36,0
USC00417628,"RIOMEDINA, TX US",9/30/36,0
USC00417628,"RIOMEDINA, TX US",10/1/36,0
USC00417628,"RIOMEDINA, TX US",10/2/36,0
USC00417628,"RIOMEDINA, TX US",10/3/36,0
USC00417628,"RIOMEDINA, TX US",10/4/36,0
USC00417628,"RIOMEDINA, TX US",10/5/36,0
USC00417628,"RIOMEDINA, TX US",10/6/36,1.25
USC00417628,"RIOMEDINA, TX US",10/7/36,0
USC00417628,"RIOMEDINA, TX US",10/8/36,0
USC00417628,"RIOMEDINA, TX US",10/9/36,0
USC00417628,"RIOMEDINA, TX US",10/10/36,0
USC00417628,"RIOMEDINA, TX US",10/11/36,0
USC00417628,"RIOMEDINA, TX US",10/12/36,0
USC00417628,"RIOMEDINA, TX US",10/13/36,0
USC00417628,"RIOMEDINA, TX US",10/14/36,0
USC00417628,"RIOMEDINA, TX US",10/15/36,0
USC00417628,"RIOMEDINA, TX US",10/16/36,0
USC00417628,"RIOMEDINA, TX US",10/17/36,0
USC00417628,"RIOMEDINA, TX US",10/18/36,0
USC00417628,"RIOMEDINA, TX US",10/19/36,0
USC00417628,"RIOMEDINA, TX US",10/20/36,0
USC00417628,"RIOMEDINA, TX US",10/21/36,0
