"STATION","NAME","DATE","PRCP"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-01","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-02","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-03","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-04","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-05","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-06","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-07","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-08","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-09","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-10","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-11","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-12","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-13","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-14","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-15","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-16","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-17","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-18","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-19","0.77"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-20","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-21","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-22","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-23","0.11"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-24","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-25","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-26","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-27","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-28","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-29","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-30","0.68"
"USC00416276","NEW BRAUNFELS, TX US","1897-01-31","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-01","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-02","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-03","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-04","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-05","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-06","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-07","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-08","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-09","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-10","0.14"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-11","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-12","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-13","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-14","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-15","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-16","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-17","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-18","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-19","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-20","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-21","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-22","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-23","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-24","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-25","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-26","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-27","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-02-28","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-01","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-02","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-03","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-04","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-05","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-06","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-07","0.07"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-08","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-09","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-10","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-11","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-12","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-13","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-14","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-15","0.11"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-16","0.32"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-17","0.14"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-18","1.04"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-19","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-20","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-21","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-22","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-23","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-24","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-25","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-26","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-27","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-28","0.75"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-29","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-30","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-03-31","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-01","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-02","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-03","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-04","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-05","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-06","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-07","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-08","1.04"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-09","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-10","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-11","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-12","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-13","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-14","0.87"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-15","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-16","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-17","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-18","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-19","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-20","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-21","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-22","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-23","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-24","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-25","0.91"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-26","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-27","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-28","0.28"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-29","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-04-30","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-01","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-02","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-03","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-04","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-05","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-06","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-07","0.70"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-08","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-09","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-10","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-11","0.44"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-12","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-13","0.17"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-14","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-15","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-16","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-17","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-18","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-19","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-20","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-21","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-22","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-23","0.03"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-24","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-25","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-26","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-27","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-28","0.05"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-29","0.36"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-30","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-05-31","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-06-01","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-06-02","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-06-03","1.63"
"USC00416276","NEW BRAUNFELS, TX US","1897-06-04","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-06-05","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1897-06-06","0.87"
"USC00416276","NEW BRAUNFELS, TX US","1897-06-07","0.00"
