"STATION","NAME","DATE","PRCP"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-01","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-02","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-03","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-04","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-05","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-06","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-07","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-08","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-09","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-10","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-11","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-12","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-13","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-14","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-15","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-16","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-17","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-18","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-19","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-20","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-21","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-22","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-23","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-24","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-25","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-26","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-27","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-28","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-29","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-30","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-08-31","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-01","0.72"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-02","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-03","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-04","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-05","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-06","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-07","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-08","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-09","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-10","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-11","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-12","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-13","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-14","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-15","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-16","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-17","0.45"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-18","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-19","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-20","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-21","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-22","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-23","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-24","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-25","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-26","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-27","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-28","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-29","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-09-30","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-10-01","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-10-02","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-10-03","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-10-04","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-10-05","0.00"
"USC00416276","NEW BRAUNFELS, TX US","1899-10-06","0.00"
