,date,max_temp,min_temp,avg_temp
659,1949-12-01,27.93,10.65,19.29
660,1950-01-01,20.16,1.71,10.92
661,1950-02-01,35.65,15.51,25.59
662,1950-03-01,34.92,13.96,24.44
663,1950-04-01,45.19,22.14,33.66
664,1950-05-01,51.66,27.63,39.65
665,1950-06-01,62.92,37.47,50.2
666,1950-07-01,68.72,43.34,56.03
667,1950-08-01,70.54,42.22,56.39
668,1950-09-01,58.39,36.16,47.28
669,1950-10-01,53.26,31.82,42.55
670,1950-11-01,34.72,18.23,26.47
671,1950-12-01,33.42,17.37,25.39
672,1951-01-01,23.38,4.87,14.11
673,1951-02-01,33.91,12.6,23.25
674,1951-03-01,33.31,10.35,21.83
675,1951-04-01,46.18,21.51,33.84
676,1951-05-01,57.58,33.75,45.66
677,1951-06-01,57.11,35.08,46.09
678,1951-07-01,72.45,45.25,58.84
679,1951-08-01,68.22,44.53,56.37
680,1951-09-01,59.81,33.4,46.62
681,1951-10-01,44.6,27.34,35.98
682,1951-11-01,34.63,16.32,25.47
683,1951-12-01,23.31,6.46,14.88
684,1952-01-01,25.92,7.7,16.81
685,1952-02-01,32.23,9.54,20.88
686,1952-03-01,33.37,10.42,21.9
687,1952-04-01,53.06,25.65,39.36
688,1952-05-01,57.72,34.12,45.93
689,1952-06-01,67.87,40.64,54.27
690,1952-07-01,72.5,43.92,58.21
691,1952-08-01,71.64,44.78,58.21
692,1952-09-01,68.58,37.87,53.22
693,1952-10-01,57.78,27.72,42.75
694,1952-11-01,33.1,11.44,22.26
695,1952-12-01,30.16,14.16,22.15
696,1953-01-01,36.19,21.92,29.05
697,1953-02-01,31.91,12.51,22.19
698,1953-03-01,41.14,18.23,29.68
699,1953-04-01,41.81,19.67,30.74
700,1953-05-01,51.31,29.57,40.44
701,1953-06-01,65.84,39.07,52.47
702,1953-07-01,77.72,47.43,62.58
703,1953-08-01,73.92,44.94,59.43
704,1953-09-01,66.81,36.77,51.8
705,1953-10-01,55.74,30.09,42.93
706,1953-11-01,42.26,23.85,33.04
707,1953-12-01,29.17,12.94,21.06
708,1954-01-01,29.37,11.39,20.37
709,1954-02-01,40.95,19.24,30.09
710,1954-03-01,33.22,10.24,21.72
711,1954-04-01,47.55,25.05,36.3
712,1954-05-01,57.51,32.81,45.16
713,1954-06-01,62.47,38.23,50.34
714,1954-07-01,77.58,48.22,62.91
715,1954-08-01,72.28,42.96,57.61
716,1954-09-01,64.94,36.3,50.63
717,1954-10-01,50.81,24.85,37.83
718,1954-11-01,44.06,23.43,33.75
719,1954-12-01,31.23,10.98,21.09
720,1955-01-01,26.65,7.66,17.15
721,1955-02-01,26.92,5.94,16.43
722,1955-03-01,30.4,7.3,18.84
723,1955-04-01,45.57,22.44,34.02
724,1955-05-01,56.46,32.43,44.44
725,1955-06-01,63.09,38.97,51.03
726,1955-07-01,74.61,46.69,60.66
727,1955-08-01,76.48,47.25,61.86
728,1955-09-01,61.88,36.01,48.96
729,1955-10-01,54.36,28.89,41.61
730,1955-11-01,27.99,10.36,19.17
731,1955-12-01,27.21,9.18,18.19
732,1956-01-01,28.8,10.62,19.71
733,1956-02-01,26.83,3.81,15.31
734,1956-03-01,36.45,13.59,25.02
735,1956-04-01,45.54,22.95,34.23
736,1956-05-01,58.3,34.83,46.56
737,1956-06-01,71.74,41.13,56.44
738,1956-07-01,74.37,45.72,60.04
739,1956-08-01,70.66,42.22,56.44
740,1956-09-01,66.16,36.63,51.4
741,1956-10-01,51.98,29.25,40.62
742,1956-11-01,34.75,13.82,24.28
743,1956-12-01,31.93,11.93,21.92
744,1957-01-01,18.59,-3.17,7.7
745,1957-02-01,34.95,13.17,24.06
746,1957-03-01,38.97,15.55,27.27
747,1957-04-01,43.16,22.05,32.61
748,1957-05-01,55.94,35.33,45.64
749,1957-06-01,63.32,40.51,51.93
750,1957-07-01,75.87,46.67,61.27
751,1957-08-01,73.54,44.96,59.25
752,1957-09-01,61.83,35.71,48.78
753,1957-10-01,47.88,28.8,38.34
754,1957-11-01,31.42,14.04,22.73
755,1957-12-01,34.12,16.09,25.11
756,1958-01-01,33.15,11.53,22.33
757,1958-02-01,36.93,15.48,26.2
758,1958-03-01,34.61,13.6,24.1
759,1958-04-01,43.99,22.59,33.3
760,1958-05-01,64.85,36.7,50.77
761,1958-06-01,64.31,40.42,52.38
762,1958-07-01,68.94,43.21,56.08
763,1958-08-01,74.41,46.51,60.46
764,1958-09-01,63.93,36.55,50.23
765,1958-10-01,55.35,28.44,41.88
766,1958-11-01,36.28,17.76,27.01
767,1958-12-01,31.93,13.98,22.95
768,1959-01-01,28.17,9.84,19.0
769,1959-02-01,28.49,7.3,17.89
770,1959-03-01,38.08,15.98,27.03
771,1959-04-01,46.2,22.96,34.59
772,1959-05-01,51.64,29.61,40.62
773,1959-06-01,70.14,41.97,56.07
774,1959-07-01,75.87,45.21,60.55
775,1959-08-01,73.85,43.7,58.78
776,1959-09-01,59.36,36.82,48.09
777,1959-10-01,48.27,27.48,37.89
778,1959-11-01,34.38,11.75,23.05
779,1959-12-01,32.29,11.71,21.99
780,1960-01-01,26.89,9.66,18.27
781,1960-02-01,25.75,4.89,15.31
782,1960-03-01,39.0,15.04,27.01
783,1960-04-01,47.37,24.44,35.91
784,1960-05-01,57.58,32.05,44.82
785,1960-06-01,68.58,40.32,54.45
786,1960-07-01,77.83,47.3,62.56
787,1960-08-01,71.83,43.0,57.42
788,1960-09-01,65.01,37.51,51.26
789,1960-10-01,51.1,29.26,40.19
790,1960-11-01,35.29,18.03,26.65
791,1960-12-01,29.77,9.41,19.58
792,1961-01-01,32.5,9.88,21.2
793,1961-02-01,36.46,18.77,27.61
794,1961-03-01,40.78,18.55,29.66
795,1961-04-01,44.56,21.87,33.21
796,1961-05-01,57.07,33.53,45.3
797,1961-06-01,72.57,42.87,57.72
798,1961-07-01,75.69,46.85,61.27
799,1961-08-01,75.13,47.91,61.52
800,1961-09-01,52.23,33.04,42.64
801,1961-10-01,46.81,26.8,36.82
802,1961-11-01,33.73,14.88,24.3
803,1961-12-01,24.19,7.61,15.89
804,1962-01-01,20.55,-0.33,10.11
805,1962-02-01,29.43,10.99,20.21
806,1962-03-01,35.26,13.1,24.17
807,1962-04-01,51.4,25.48,38.44
808,1962-05-01,55.31,33.58,44.46
809,1962-06-01,65.14,39.88,52.52
810,1962-07-01,70.75,43.84,57.31
811,1962-08-01,70.77,42.66,56.71
812,1962-09-01,63.16,35.73,49.44
813,1962-10-01,55.87,30.67,43.29
814,1962-11-01,40.41,21.69,31.05
815,1962-12-01,33.48,15.39,24.42
816,1963-01-01,19.31,-2.16,8.56
817,1963-02-01,38.41,18.46,28.44
818,1963-03-01,39.94,15.73,27.82
819,1963-04-01,45.07,23.23,34.16
820,1963-05-01,57.15,33.91,45.54
821,1963-06-01,63.59,40.28,51.94
822,1963-07-01,75.15,44.26,59.7
823,1963-08-01,73.9,44.65,59.29
824,1963-09-01,66.33,42.33,54.34
825,1963-10-01,57.6,33.53,45.57
826,1963-11-01,39.67,21.96,30.81
827,1963-12-01,28.72,9.0,18.86
828,1964-01-01,26.85,9.52,18.18
829,1964-02-01,28.0,6.26,17.13
830,1964-03-01,32.49,9.16,20.8
831,1964-04-01,45.68,23.92,34.79
832,1964-05-01,55.83,33.28,44.55
833,1964-06-01,60.49,40.05,50.27
834,1964-07-01,77.04,47.41,62.22
835,1964-08-01,69.64,42.1,55.87
836,1964-09-01,61.83,34.09,47.97
837,1964-10-01,54.88,28.76,41.83
838,1964-11-01,35.06,17.02,26.02
839,1964-12-01,26.19,10.09,18.14
840,1965-01-01,31.21,15.67,23.43
841,1965-02-01,30.49,9.0,19.74
842,1965-03-01,27.54,1.8,14.67
843,1965-04-01,46.9,26.83,36.88
844,1965-05-01,52.39,30.96,41.68
845,1965-06-01,62.64,39.58,51.12
846,1965-07-01,72.5,46.08,59.29
847,1965-08-01,69.21,43.84,56.53
848,1965-09-01,49.68,29.91,39.79
849,1965-10-01,57.67,30.6,44.13
850,1965-11-01,41.52,23.23,32.38
851,1965-12-01,32.23,14.29,23.25
852,1966-01-01,27.07,9.61,18.34
853,1966-02-01,30.69,8.4,19.54
854,1966-03-01,41.7,15.85,28.78
855,1966-04-01,44.06,21.45,32.76
856,1966-05-01,62.33,32.94,47.64
857,1966-06-01,64.45,38.88,51.67
858,1966-07-01,79.14,47.79,63.46
859,1966-08-01,71.58,43.63,57.61
860,1966-09-01,66.02,41.09,53.55
861,1966-10-01,50.38,26.82,38.61
862,1966-11-01,37.18,19.2,28.2
863,1966-12-01,28.62,12.67,20.64
864,1967-01-01,30.34,15.15,22.73
865,1967-02-01,32.94,13.59,23.25
866,1967-03-01,37.6,16.25,26.92
867,1967-04-01,43.61,21.7,32.67
868,1967-05-01,53.85,30.49,42.17
869,1967-06-01,59.77,39.67,49.73
870,1967-07-01,73.67,46.22,59.95
871,1967-08-01,74.5,44.08,59.29
872,1967-09-01,66.07,39.97,53.02
873,1967-10-01,51.85,29.39,40.62
874,1967-11-01,36.48,18.09,27.28
875,1967-12-01,23.04,5.16,14.09
876,1968-01-01,26.22,5.85,16.02
877,1968-02-01,34.72,14.97,24.84
878,1968-03-01,42.87,19.04,30.96
879,1968-04-01,43.29,19.81,31.55
880,1968-05-01,52.77,30.07,41.43
881,1968-06-01,63.75,38.98,51.37
882,1968-07-01,74.55,44.44,59.5
883,1968-08-01,66.24,42.69,54.46
884,1968-09-01,60.66,36.66,48.67
885,1968-10-01,52.18,28.02,40.1
886,1968-11-01,34.12,17.11,25.61
887,1968-12-01,24.71,7.43,16.07
888,1969-01-01,25.66,8.82,17.24
889,1969-02-01,31.14,11.66,21.4
890,1969-03-01,35.85,10.0,22.93
891,1969-04-01,52.16,26.92,39.56
892,1969-05-01,61.12,33.01,47.07
893,1969-06-01,60.44,37.69,49.06
894,1969-07-01,74.1,45.09,59.59
895,1969-08-01,77.54,45.79,61.66
896,1969-09-01,66.9,38.59,52.74
897,1969-10-01,41.92,23.58,32.76
898,1969-11-01,39.02,18.39,28.71
899,1969-12-01,31.28,13.8,22.55
900,1970-01-01,27.73,11.43,19.58
901,1970-02-01,38.48,14.31,26.38
902,1970-03-01,34.48,12.87,23.67
903,1970-04-01,38.41,18.46,28.44
904,1970-05-01,56.73,32.29,44.51
905,1970-06-01,67.21,41.05,54.14
906,1970-07-01,75.63,46.81,61.23
907,1970-08-01,77.77,45.39,61.59
908,1970-09-01,57.07,33.39,45.23
909,1970-10-01,46.15,24.1,35.13
910,1970-11-01,35.56,17.92,26.74
911,1970-12-01,26.83,11.12,18.99
912,1971-01-01,26.49,12.06,19.27
913,1971-02-01,30.78,11.34,21.06
914,1971-03-01,35.29,14.02,24.66
915,1971-04-01,45.63,22.95,34.29
916,1971-05-01,55.76,32.76,44.26
917,1971-06-01,66.6,39.54,53.06
918,1971-07-01,72.82,42.89,57.87
919,1971-08-01,78.62,48.13,63.37
920,1971-09-01,58.3,33.39,45.84
921,1971-10-01,45.25,25.95,35.6
922,1971-11-01,35.49,17.53,26.51
923,1971-12-01,24.4,8.1,16.25
924,1972-01-01,22.21,4.98,13.59
925,1972-02-01,33.46,15.24,24.35
926,1972-03-01,45.01,22.17,33.58
927,1972-04-01,46.8,23.31,35.06
928,1972-05-01,56.17,32.59,44.38
929,1972-06-01,67.57,41.45,54.52
930,1972-07-01,70.61,42.39,56.5
931,1972-08-01,71.35,44.98,58.17
932,1972-09-01,58.05,34.83,46.44
933,1972-10-01,48.54,27.03,37.8
934,1972-11-01,33.55,17.82,25.68
935,1972-12-01,20.16,3.51,11.82
936,1973-01-01,24.93,5.76,15.33
937,1973-02-01,33.44,10.53,21.97
938,1973-03-01,37.81,15.84,26.82
939,1973-04-01,41.0,20.62,30.81
940,1973-05-01,56.73,30.85,43.79
941,1973-06-01,66.9,41.05,53.98
942,1973-07-01,73.06,45.63,59.36
943,1973-08-01,74.05,45.0,59.52
944,1973-09-01,58.46,36.7,47.59
945,1973-10-01,52.88,30.13,41.5
946,1973-11-01,32.63,19.26,25.93
947,1973-12-01,31.15,15.08,23.11
948,1974-01-01,24.3,8.17,16.23
949,1974-02-01,34.88,14.94,24.91
950,1974-03-01,38.46,17.46,27.95
951,1974-04-01,48.06,25.0,36.54
952,1974-05-01,53.22,29.82,41.52
953,1974-06-01,70.75,40.68,55.72
954,1974-07-01,76.82,47.01,61.93
955,1974-08-01,69.04,41.18,55.11
956,1974-09-01,63.43,32.88,48.16
957,1974-10-01,54.27,28.8,41.54
958,1974-11-01,37.17,19.44,28.29
959,1974-12-01,28.31,10.71,19.51
960,1975-01-01,24.69,6.98,15.84
961,1975-02-01,27.39,5.05,16.21
962,1975-03-01,34.47,14.67,24.55
963,1975-04-01,37.89,17.56,27.72
964,1975-05-01,50.58,29.57,40.08
965,1975-06-01,61.32,37.26,49.3
966,1975-07-01,75.07,48.27,61.68
967,1975-08-01,69.55,41.29,55.42
968,1975-09-01,63.91,33.42,48.67
969,1975-10-01,48.16,28.11,38.14
970,1975-11-01,33.26,14.23,23.74
971,1975-12-01,31.44,15.24,23.34
972,1976-01-01,28.09,9.64,18.86
973,1976-02-01,33.21,14.61,23.92
974,1976-03-01,34.74,10.78,22.75
975,1976-04-01,46.89,24.91,35.89
976,1976-05-01,59.7,33.55,46.62
977,1976-06-01,64.0,37.53,50.77
978,1976-07-01,77.09,45.95,61.52
979,1976-08-01,71.2,43.03,57.13
980,1976-09-01,64.4,37.49,50.95
981,1976-10-01,49.96,25.29,37.63
982,1976-11-01,38.93,18.32,28.63
983,1976-12-01,32.02,12.25,22.14
984,1977-01-01,24.85,3.96,14.41
985,1977-02-01,38.61,14.29,26.46
986,1977-03-01,35.96,13.66,24.8
987,1977-04-01,53.4,24.94,39.18
988,1977-05-01,55.38,33.24,44.31
989,1977-06-01,70.5,43.63,57.07
990,1977-07-01,74.61,46.18,60.4
991,1977-08-01,68.47,42.71,55.58
992,1977-09-01,62.33,36.07,49.19
993,1977-10-01,52.65,28.62,40.64
994,1977-11-01,35.22,17.22,26.22
995,1977-12-01,27.82,10.24,19.02
996,1978-01-01,24.98,5.45,15.21
997,1978-02-01,27.93,8.29,18.1
998,1978-03-01,41.36,18.88,30.13
999,1978-04-01,47.48,26.94,37.22
1000,1978-05-01,52.14,32.14,42.15
1001,1978-06-01,66.33,39.27,52.81
1002,1978-07-01,72.21,44.55,58.37
1003,1978-08-01,70.21,42.4,56.3
1004,1978-09-01,62.92,37.54,50.23
1005,1978-10-01,54.84,27.86,41.36
1006,1978-11-01,29.5,10.45,19.98
1007,1978-12-01,17.35,-1.61,7.86
1008,1979-01-01,12.13,-7.35,2.39
1009,1979-02-01,27.81,9.39,18.61
1010,1979-03-01,39.51,17.38,28.45
1011,1979-04-01,46.44,23.22,34.83
1012,1979-05-01,55.33,31.8,43.57
1013,1979-06-01,67.21,38.61,52.92
1014,1979-07-01,75.6,45.43,60.51
1015,1979-08-01,70.48,46.33,58.41
1016,1979-09-01,69.91,38.79,54.36
1017,1979-10-01,54.48,30.0,42.24
1018,1979-11-01,32.68,12.45,22.57
1019,1979-12-01,34.84,13.64,24.24
1020,1980-01-01,23.59,3.54,13.57
1021,1980-02-01,33.22,14.18,23.7
1022,1980-03-01,35.8,15.51,25.65
1023,1980-04-01,51.73,25.61,38.68
1024,1980-05-01,56.88,35.19,46.04
1025,1980-06-01,66.43,40.06,53.26
1026,1980-07-01,75.74,46.53,61.14
1027,1980-08-01,68.45,42.3,55.38
1028,1980-09-01,62.56,38.1,50.34
1029,1980-10-01,51.8,27.59,39.7
1030,1980-11-01,38.73,20.19,29.46
1031,1980-12-01,36.68,18.64,27.66
1032,1981-01-01,37.72,15.37,26.55
1033,1981-02-01,34.18,12.7,23.43
1034,1981-03-01,43.66,19.63,31.64
1035,1981-04-01,50.58,26.65,38.61
1036,1981-05-01,53.29,34.52,43.92
1037,1981-06-01,63.41,39.36,51.4
1038,1981-07-01,74.55,44.67,59.61
1039,1981-08-01,75.76,44.67,60.22
1040,1981-09-01,67.19,37.94,52.57
1041,1981-10-01,46.71,26.73,36.72
1042,1981-11-01,42.12,22.53,32.32
1043,1981-12-01,30.24,12.79,21.52
1044,1982-01-01,23.56,4.03,13.78
1045,1982-02-01,29.52,8.56,19.04
1046,1982-03-01,37.89,17.47,27.68
1047,1982-04-01,44.28,18.93,31.6
1048,1982-05-01,53.64,29.84,41.74
1049,1982-06-01,61.05,38.5,49.77
1050,1982-07-01,71.01,45.75,58.39
1051,1982-08-01,75.49,45.9,60.69
1052,1982-09-01,59.02,36.66,47.86
1053,1982-10-01,46.62,28.18,37.4
1054,1982-11-01,32.52,15.42,23.97
1055,1982-12-01,27.7,12.11,19.9
1056,1983-01-01,34.48,16.47,25.47
1057,1983-02-01,37.35,15.87,26.6
1058,1983-03-01,39.83,20.64,30.24
1059,1983-04-01,43.32,20.8,32.05
1060,1983-05-01,52.5,30.13,41.32
1061,1983-06-01,62.87,38.75,50.83
1062,1983-07-01,73.06,45.19,59.13
1063,1983-08-01,75.88,49.39,62.64
1064,1983-09-01,61.54,36.52,49.03
1065,1983-10-01,52.05,30.43,41.25
1066,1983-11-01,33.87,19.83,26.85
1067,1983-12-01,16.45,-1.86,7.29
1068,1984-01-01,27.57,10.51,19.04
1069,1984-02-01,34.7,11.62,23.16
1070,1984-03-01,38.37,19.09,28.72
1071,1984-04-01,45.03,21.83,33.42
1072,1984-05-01,55.56,31.5,43.54
1073,1984-06-01,63.73,38.57,51.15
1074,1984-07-01,75.11,47.57,61.34
1075,1984-08-01,74.16,47.16,60.66
1076,1984-09-01,57.78,32.68,45.23
1077,1984-10-01,45.27,22.86,34.07
1078,1984-11-01,36.28,17.08,26.69
1079,1984-12-01,24.93,3.7,14.31
1080,1985-01-01,25.21,2.79,14.0
1081,1985-02-01,26.76,2.91,14.83
1082,1985-03-01,38.62,12.15,25.38
1083,1985-04-01,52.25,25.92,39.07
1084,1985-05-01,60.46,34.5,47.48
1085,1985-06-01,67.64,40.14,53.89
1086,1985-07-01,76.59,47.57,62.08
1087,1985-08-01,70.93,41.04,55.99
1088,1985-09-01,54.84,32.74,43.79
1089,1985-10-01,49.19,25.27,37.24
1090,1985-11-01,24.01,6.64,15.31
1091,1985-12-01,26.29,8.8,17.55
1092,1986-01-01,34.2,15.69,24.94
1093,1986-02-01,31.33,12.54,21.94
1094,1986-03-01,47.35,24.22,35.78
1095,1986-04-01,47.77,25.57,36.68
1096,1986-05-01,57.34,30.99,44.17
1097,1986-06-01,72.05,42.67,57.36
1098,1986-07-01,70.7,42.64,56.66
1099,1986-08-01,73.78,44.31,59.05
1100,1986-09-01,53.67,34.16,43.92
1101,1986-10-01,51.28,28.22,39.76
1102,1986-11-01,34.2,15.26,24.73
1103,1986-12-01,30.74,10.35,20.53
1104,1987-01-01,28.24,8.38,18.3
1105,1987-02-01,35.24,13.66,24.44
1106,1987-03-01,40.26,17.89,29.07
1107,1987-04-01,58.39,28.17,43.29
1108,1987-05-01,61.29,36.79,49.05
1109,1987-06-01,69.28,41.63,55.47
1110,1987-07-01,70.81,44.83,57.83
1111,1987-08-01,69.69,41.45,55.56
1112,1987-09-01,67.01,36.59,51.8
1113,1987-10-01,55.47,27.34,41.41
1114,1987-11-01,39.49,20.68,30.09
1115,1987-12-01,27.57,10.6,19.08
1116,1988-01-01,25.36,6.35,15.85
1117,1988-02-01,34.16,11.79,22.96
1118,1988-03-01,38.34,15.26,26.8
1119,1988-04-01,52.05,25.95,39.0
1120,1988-05-01,60.6,34.05,47.34
1121,1988-06-01,77.22,45.52,61.38
1122,1988-07-01,79.77,47.44,63.61
1123,1988-08-01,75.58,43.83,59.7
1124,1988-09-01,62.67,35.71,49.19
1125,1988-10-01,58.59,32.41,45.5
1126,1988-11-01,33.82,17.29,25.56
1127,1988-12-01,28.83,9.81,19.33
1128,1989-01-01,28.51,8.98,18.73
1129,1989-02-01,21.83,0.91,11.37
1130,1989-03-01,39.24,17.67,28.44
1131,1989-04-01,49.19,24.55,36.88
1132,1989-05-01,56.52,32.81,44.67
1133,1989-06-01,66.31,39.29,52.81
1134,1989-07-01,79.41,48.74,64.08
1135,1989-08-01,71.42,43.88,57.65
1136,1989-09-01,64.29,35.91,50.11
1137,1989-10-01,48.9,28.76,38.84
1138,1989-11-01,38.34,20.77,29.55
1139,1989-12-01,28.24,9.55,18.9
1140,1990-01-01,30.09,13.71,21.88
1141,1990-02-01,32.02,9.86,20.93
1142,1990-03-01,41.72,17.58,29.64
1143,1990-04-01,50.14,26.91,38.53
1144,1990-05-01,53.89,30.88,42.39
1145,1990-06-01,67.21,40.15,53.69
1146,1990-07-01,74.37,45.99,60.19
1147,1990-08-01,74.19,45.66,59.92
1148,1990-09-01,70.16,41.54,55.85
1149,1990-10-01,48.81,26.42,37.62
1150,1990-11-01,38.91,20.62,29.77
1151,1990-12-01,20.14,-0.63,9.75
1152,1991-01-01,25.79,6.4,16.09
1153,1991-02-01,40.66,19.17,29.91
1154,1991-03-01,39.18,16.47,27.82
1155,1991-04-01,43.63,23.74,33.67
1156,1991-05-01,53.89,33.01,43.45
1157,1991-06-01,66.27,40.35,53.31
1158,1991-07-01,76.57,46.35,61.45
1159,1991-08-01,76.77,47.19,61.99
1160,1991-09-01,63.0,37.92,50.47
1161,1991-10-01,50.23,25.74,37.99
1162,1991-11-01,31.8,13.62,22.71
1163,1991-12-01,31.71,12.33,22.01
1164,1992-01-01,32.83,11.35,22.08
1165,1992-02-01,40.55,17.87,29.21
1166,1992-03-01,46.67,22.33,34.5
1167,1992-04-01,52.57,28.51,40.55
1168,1992-05-01,61.93,35.64,48.79
1169,1992-06-01,65.86,41.63,53.74
1170,1992-07-01,67.77,42.58,55.17
1171,1992-08-01,72.45,43.02,57.74
1172,1992-09-01,63.55,35.87,49.71
1173,1992-10-01,53.49,29.73,41.61
1174,1992-11-01,32.99,15.66,24.31
1175,1992-12-01,23.79,6.17,14.97
1176,1993-01-01,25.66,5.2,15.42
1177,1993-02-01,29.08,5.58,17.33
1178,1993-03-01,42.73,20.01,31.37
1179,1993-04-01,46.35,24.48,35.4
1180,1993-05-01,60.49,35.31,47.89
1181,1993-06-01,60.87,38.59,49.73
1182,1993-07-01,64.71,40.21,52.47
1183,1993-08-01,68.47,41.45,54.97
1184,1993-09-01,61.7,34.48,48.09
1185,1993-10-01,50.16,27.66,38.91
1186,1993-11-01,31.87,11.52,21.69
1187,1993-12-01,30.72,12.72,21.72
1188,1994-01-01,32.0,14.65,23.32
1189,1994-02-01,29.08,7.52,18.28
1190,1994-03-01,43.43,18.43,30.92
1191,1994-04-01,50.02,24.73,37.38
1192,1994-05-01,62.44,36.48,49.46
1193,1994-06-01,69.37,40.86,55.11
1194,1994-07-01,75.29,45.14,60.22
1195,1994-08-01,77.5,45.88,61.7
1196,1994-09-01,68.18,38.93,53.56
1197,1994-10-01,47.64,28.22,37.94
1198,1994-11-01,31.32,12.33,21.81
1199,1994-12-01,30.99,14.27,22.62
1200,1995-01-01,30.34,11.73,21.04
1201,1995-02-01,35.85,16.21,26.02
1202,1995-03-01,37.99,16.83,27.41
1203,1995-04-01,44.44,22.21,33.31
1204,1995-05-01,53.19,30.96,42.08
1205,1995-06-01,63.39,38.66,51.03
1206,1995-07-01,72.9,44.89,58.89
1207,1995-08-01,76.44,45.27,60.85
1208,1995-09-01,63.07,37.26,50.16
1209,1995-10-01,46.53,25.29,35.91
1210,1995-11-01,38.5,21.61,30.06
1211,1995-12-01,31.3,12.51,21.9
1212,1996-01-01,25.12,6.28,15.69
1213,1996-02-01,31.51,9.95,20.73
1214,1996-03-01,36.16,13.86,25.0
1215,1996-04-01,48.11,24.98,36.55
1216,1996-05-01,51.3,31.62,41.47
1217,1996-06-01,70.32,40.8,55.56
1218,1996-07-01,77.0,46.15,61.57
1219,1996-08-01,76.5,44.55,60.53
1220,1996-09-01,60.73,35.04,47.89
1221,1996-10-01,50.43,27.27,38.86
1222,1996-11-01,35.91,18.05,26.98
1223,1996-12-01,26.8,11.64,19.22
1224,1997-01-01,26.82,8.35,17.58
1225,1997-02-01,32.05,10.67,21.36
1226,1997-03-01,41.94,17.78,29.86
1227,1997-04-01,43.09,19.31,31.21
1228,1997-05-01,59.16,33.35,46.26
1229,1997-06-01,67.57,42.51,55.04
1230,1997-07-01,71.98,45.46,58.73
1231,1997-08-01,72.23,45.72,58.98
1232,1997-09-01,65.28,40.51,52.9
1233,1997-10-01,49.68,28.31,39.0
1234,1997-11-01,37.33,16.84,27.09
1235,1997-12-01,29.98,11.41,20.7
1236,1998-01-01,29.3,12.51,20.89
1237,1998-02-01,34.77,14.05,24.4
1238,1998-03-01,38.7,16.52,27.61
1239,1998-04-01,49.06,24.94,37.0
1240,1998-05-01,59.11,33.1,46.11
1241,1998-06-01,57.27,36.66,46.98
1242,1998-07-01,78.21,48.83,63.52
1243,1998-08-01,75.24,46.65,60.94
1244,1998-09-01,68.67,43.05,55.87
1245,1998-10-01,51.35,29.43,40.39
1246,1998-11-01,37.9,23.23,30.56
1247,1998-12-01,27.5,9.36,18.43
1248,1999-01-01,31.66,14.49,23.07
1249,1999-02-01,35.51,16.03,25.77
1250,1999-03-01,44.6,17.33,30.97
1251,1999-04-01,44.91,22.37,33.64
1252,1999-05-01,54.32,31.05,42.67
1253,1999-06-01,63.95,38.93,51.44
1254,1999-07-01,75.87,44.49,60.19
1255,1999-08-01,74.55,45.93,60.26
1256,1999-09-01,60.69,33.57,47.14
1257,1999-10-01,55.4,29.3,42.35
1258,1999-11-01,47.77,25.68,36.72
1259,1999-12-01,32.95,14.2,23.58
1260,2000-01-01,31.15,13.17,22.15
1261,2000-02-01,37.69,17.89,27.79
1262,2000-03-01,43.27,18.64,30.96
1263,2000-04-01,52.25,27.01,39.63
1264,2000-05-01,57.15,35.17,46.17
1265,2000-06-01,66.92,39.67,53.31
1266,2000-07-01,78.21,47.26,62.74
1267,2000-08-01,76.95,46.47,61.72
1268,2000-09-01,63.25,36.39,49.82
1269,2000-10-01,50.43,29.64,40.05
1270,2000-11-01,29.77,8.87,19.31
1271,2000-12-01,29.55,8.85,19.2
1272,2001-01-01,32.45,10.06,21.25
1273,2001-02-01,29.66,8.19,18.91
1274,2001-03-01,42.91,19.74,31.33
1275,2001-04-01,48.61,25.38,37.0
1276,2001-05-01,61.54,33.82,47.68
1277,2001-06-01,67.57,41.04,54.3
1278,2001-07-01,76.73,48.0,62.37
1279,2001-08-01,79.0,47.46,63.23
1280,2001-09-01,68.34,40.39,54.37
1281,2001-10-01,50.54,27.75,39.15
1282,2001-11-01,42.53,22.87,32.7
1283,2001-12-01,29.41,11.01,20.21
1284,2002-01-01,27.64,10.06,18.84
1285,2002-02-01,33.6,8.58,21.09
1286,2002-03-01,34.12,11.79,22.96
1287,2002-04-01,46.71,23.22,34.95
1288,2002-05-01,55.98,30.79,43.39
1289,2002-06-01,68.13,40.95,54.54
1290,2002-07-01,79.39,48.69,64.04
1291,2002-08-01,71.06,41.81,56.44
1292,2002-09-01,63.9,38.05,50.97
1293,2002-10-01,45.28,22.82,34.05
1294,2002-11-01,37.85,18.43,28.13
1295,2002-12-01,31.75,14.85,23.29
1296,2003-01-01,35.91,17.82,26.85
1297,2003-02-01,30.36,7.88,19.11
1298,2003-03-01,39.13,19.44,29.28
1299,2003-04-01,51.26,26.85,39.06
1300,2003-05-01,57.58,33.33,45.46
1301,2003-06-01,64.96,38.73,51.85
1302,2003-07-01,81.18,49.33,65.26
1303,2003-08-01,77.49,48.36,62.92
1304,2003-09-01,62.91,35.64,49.28
1305,2003-10-01,56.62,30.49,43.56
1306,2003-11-01,32.0,12.67,22.33
1307,2003-12-01,32.58,14.9,23.74
1308,2004-01-01,30.4,10.35,20.37
