date,dtype,temp
1923-10-01,max,41.45
1923-10-01,avg,32.47
1923-10-01,min,23.5
1923-11-01,max,38.8
1923-11-01,avg,28.54
1923-11-01,min,18.3
1923-12-01,max,25.7
1923-12-01,avg,15.78
1923-12-01,min,5.88
1924-01-01,max,21.13
1924-01-01,avg,12.33
1924-01-01,min,3.56
1924-02-01,max,35.67
1924-02-01,avg,24.62
1924-02-01,min,13.57
1924-03-01,max,29.05
1924-03-01,avg,19.72
1924-03-01,min,10.4
1924-04-01,max,43.88
1924-04-01,avg,33.91
1924-04-01,min,23.95
1924-05-01,max,56.32
1924-05-01,avg,44.02
1924-05-01,min,31.73
1924-06-01,max,64.02
1924-06-01,avg,51.03
1924-06-01,min,38.03
1924-07-01,max,73.38
1924-07-01,avg,59.18
1924-07-01,min,44.96
1924-08-01,max,72.82
1924-08-01,avg,57.74
1924-08-01,min,42.66
1924-09-01,max,61.45
1924-09-01,avg,48.6
1924-09-01,min,35.74
1924-10-01,max,47.3
1924-10-01,avg,38.19
1924-10-01,min,29.1
1924-11-01,max,35.37
1924-11-01,avg,26.37
1924-11-01,min,17.35
1924-12-01,max,18.28
1924-12-01,avg,9.99
1924-12-01,min,1.69
1925-01-01,max,26.46
1925-01-01,avg,18.77
1925-01-01,min,11.08
1925-02-01,max,34.84
1925-02-01,avg,26.87
1925-02-01,min,18.91
1925-03-01,max,40.57
1925-03-01,avg,29.73
1925-03-01,min,18.88
1925-04-01,max,48.15
1925-04-01,avg,37.83
1925-04-01,min,27.52
1925-05-01,max,57.76
1925-05-01,avg,45.91
1925-05-01,min,34.05
1925-06-01,max,63.28
1925-06-01,avg,51.91
1925-06-01,min,40.51
1925-07-01,max,75.67
1925-07-01,avg,61.9
1925-07-01,min,48.11
1925-08-01,max,70.92
1925-08-01,avg,57.15
1925-08-01,min,43.36
1925-09-01,max,60.39
1925-09-01,avg,48.88
1925-09-01,min,37.36
1925-10-01,max,39.22
1925-10-01,avg,30.24
1925-10-01,min,21.25
1925-11-01,max,33.66
1925-11-01,avg,25.47
1925-11-01,min,17.28
1925-12-01,max,31.44
1925-12-01,avg,24.04
1925-12-01,min,16.65
1926-01-01,max,26.96
1926-01-01,avg,18.1
1926-01-01,min,9.25
1926-02-01,max,34.65
1926-02-01,avg,25.93
1926-02-01,min,17.24
1926-03-01,max,37.15
1926-03-01,avg,25.79
1926-03-01,min,14.45
1926-04-01,max,51.31
1926-04-01,avg,38.32
1926-04-01,min,25.34
1926-05-01,max,57.33
1926-05-01,avg,46.92
1926-05-01,min,36.5
1926-06-01,max,67.24
1926-06-01,avg,54.21
1926-06-01,min,41.16
1926-07-01,max,74.62
1926-07-01,avg,61.05
1926-07-01,min,47.46
1926-08-01,max,70.41
1926-08-01,avg,57.58
1926-08-01,min,44.73
1926-09-01,max,55.13
1926-09-01,avg,42.64
1926-09-01,min,30.13
1926-10-01,max,50.38
1926-10-01,avg,39.96
1926-10-01,min,29.53
1926-11-01,max,37.71
1926-11-01,avg,29.98
1926-11-01,min,22.3
1926-12-01,max,26.46
1926-12-01,avg,17.71
1926-12-01,min,8.96
1927-01-01,max,25.47
1927-01-01,avg,16.11
1927-01-01,min,6.75
1927-02-01,max,31.59
1927-02-01,avg,22.15
1927-02-01,min,12.7
1927-03-01,max,37.22
1927-03-01,avg,25.18
1927-03-01,min,13.14
1927-04-01,max,42.94
1927-04-01,avg,32.49
1927-04-01,min,22.01
1927-05-01,max,49.33
1927-05-01,avg,40.08
1927-05-01,min,30.83
1927-06-01,max,64.29
1927-06-01,avg,52.39
1927-06-01,min,40.48
1927-07-01,max,73.47
1927-07-01,avg,59.05
1927-07-01,min,44.64
1927-08-01,max,66.25
1927-08-01,avg,53.51
1927-08-01,min,40.75
1927-09-01,max,59.05
1927-09-01,avg,47.57
1927-09-01,min,36.09
1927-10-01,max,52.0
1927-10-01,avg,40.64
1927-10-01,min,29.26
1927-11-01,max,36.21
1927-11-01,avg,29.21
1927-11-01,min,22.21
1927-12-01,max,18.86
1927-12-01,avg,9.32
1927-12-01,min,-0.22
1928-01-01,max,28.58
1928-01-01,avg,20.08
1928-01-01,min,11.61
1928-02-01,max,29.75
1928-02-01,avg,17.85
1928-02-01,min,5.95
1928-03-01,max,39.69
1928-03-01,avg,27.75
1928-03-01,min,15.82
1928-04-01,max,43.16
1928-04-01,avg,31.8
1928-04-01,min,20.44
1928-05-01,max,60.82
1928-05-01,avg,48.63
1928-05-01,min,36.43
1928-06-01,max,58.86
1928-06-01,avg,47.98
1928-06-01,min,37.09
1928-07-01,max,72.46
1928-07-01,avg,59.09
1928-07-01,min,45.72
1928-08-01,max,70.9
1928-08-01,avg,55.67
1928-08-01,min,40.42
1928-09-01,max,63.7
1928-09-01,avg,49.19
1928-09-01,min,34.66
1928-10-01,max,49.1
1928-10-01,avg,38.37
1928-10-01,min,27.63
1928-11-01,max,36.34
1928-11-01,avg,27.23
1928-11-01,min,18.12
1928-12-01,max,25.7
1928-12-01,avg,16.77
1928-12-01,min,7.86
1929-01-01,max,18.48
1929-01-01,avg,9.05
1929-01-01,min,-0.36
1929-02-01,max,20.95
1929-02-01,avg,10.53
1929-02-01,min,0.12
1929-03-01,max,35.67
1929-03-01,avg,25.3
1929-03-01,min,14.94
1929-04-01,max,41.56
1929-04-01,avg,31.84
1929-04-01,min,22.1
1929-05-01,max,53.62
1929-05-01,avg,40.95
1929-05-01,min,28.27
1929-06-01,max,64.8
1929-06-01,avg,51.87
1929-06-01,min,38.95
1929-07-01,max,76.78
1929-07-01,avg,61.72
1929-07-01,min,46.65
1929-08-01,max,76.33
1929-08-01,avg,61.99
1929-08-01,min,47.62
1929-09-01,max,55.29
1929-09-01,avg,44.56
1929-09-01,min,33.85
1929-10-01,max,52.18
1929-10-01,avg,40.12
1929-10-01,min,28.04
1929-11-01,max,29.98
1929-11-01,avg,20.16
1929-11-01,min,10.35
1929-12-01,max,30.65
1929-12-01,avg,22.68
1929-12-01,min,14.72
1930-01-01,max,12.33
1930-01-01,avg,2.21
1930-01-01,min,-7.89
1930-02-01,max,35.67
1930-02-01,avg,27.54
1930-02-01,min,19.38
1930-03-01,max,34.65
1930-03-01,avg,24.42
1930-03-01,min,14.22
1930-04-01,max,54.36
1930-04-01,avg,42.06
1930-04-01,min,29.77
1930-05-01,max,55.38
1930-05-01,avg,43.88
1930-05-01,min,32.38
1930-06-01,max,67.24
1930-06-01,avg,52.9
1930-06-01,min,38.53
1930-07-01,max,76.19
1930-07-01,avg,61.81
1930-07-01,min,47.41
1930-08-01,max,70.75
1930-08-01,avg,59.47
1930-08-01,min,48.15
1930-09-01,max,61.81
1930-09-01,avg,49.44
1930-09-01,min,37.06
1930-10-01,max,43.66
1930-10-01,avg,35.49
1930-10-01,min,27.34
1930-11-01,max,37.89
1930-11-01,avg,26.49
1930-11-01,min,15.08
1930-12-01,max,30.18
1930-12-01,avg,20.16
1930-12-01,min,10.13
1931-01-01,max,32.58
1931-01-01,avg,22.69
1931-01-01,min,12.81
1931-02-01,max,37.63
1931-02-01,avg,25.3
1931-02-01,min,12.99
1931-03-01,max,37.22
1931-03-01,avg,25.66
1931-03-01,min,14.13
1931-04-01,max,47.26
1931-04-01,avg,35.67
1931-04-01,min,24.08
1931-05-01,max,56.64
1931-05-01,avg,44.31
1931-05-01,min,31.98
1931-06-01,max,70.56
1931-06-01,avg,56.95
1931-06-01,min,43.32
1931-07-01,max,78.24
1931-07-01,avg,62.53
1931-07-01,min,46.78
1931-08-01,max,73.87
1931-08-01,avg,59.34
1931-08-01,min,44.8
1931-09-01,max,63.01
1931-09-01,avg,50.22
1931-09-01,min,37.4
1931-10-01,max,50.34
1931-10-01,avg,39.13
1931-10-01,min,27.88
1931-11-01,max,32.79
1931-11-01,avg,23.38
1931-11-01,min,13.98
1931-12-01,max,26.96
1931-12-01,avg,18.91
1931-12-01,min,10.87
1932-01-01,max,20.91
1932-01-01,avg,12.22
1932-01-01,min,3.51
1932-02-01,max,31.3
1932-02-01,avg,20.5
1932-02-01,min,9.72
1932-03-01,max,29.57
1932-03-01,avg,19.18
1932-03-01,min,8.82
1932-04-01,max,46.58
1932-04-01,avg,35.85
1932-04-01,min,25.12
1932-05-01,max,56.01
1932-05-01,avg,45.05
1932-05-01,min,34.05
1932-06-01,max,64.65
1932-06-01,avg,52.97
1932-06-01,min,41.29
1932-07-01,max,74.34
1932-07-01,avg,60.62
1932-07-01,min,46.9
1932-08-01,max,73.87
1932-08-01,avg,59.07
1932-08-01,min,44.28
1932-09-01,max,63.93
1932-09-01,avg,49.71
1932-09-01,min,35.47
1932-10-01,max,45.7
1932-10-01,avg,34.84
1932-10-01,min,23.99
1932-11-01,max,38.89
1932-11-01,avg,30.04
1932-11-01,min,21.18
1932-12-01,max,18.9
1932-12-01,avg,10.18
1932-12-01,min,1.49
1933-01-01,max,26.64
1933-01-01,avg,19.65
1933-01-01,min,12.65
1933-02-01,max,21.49
1933-02-01,avg,11.41
1933-02-01,min,1.33
1933-03-01,max,39.43
1933-03-01,avg,27.73
1933-03-01,min,16.03
1933-04-01,max,43.99
1933-04-01,avg,32.67
1933-04-01,min,21.34
1933-05-01,max,52.56
1933-05-01,avg,41.58
1933-05-01,min,30.58
1933-06-01,max,73.51
1933-06-01,avg,58.41
1933-06-01,min,43.29
1933-07-01,max,80.19
1933-07-01,avg,64.04
1933-07-01,min,47.91
1933-08-01,max,70.75
1933-08-01,avg,57.38
1933-08-01,min,43.99
1933-09-01,max,63.82
1933-09-01,avg,50.47
1933-09-01,min,37.11
1933-10-01,max,56.12
1933-10-01,avg,42.85
1933-10-01,min,29.57
1933-11-01,max,42.1
1933-11-01,avg,31.77
1933-11-01,min,21.43
1933-12-01,max,34.52
1933-12-01,avg,26.33
1933-12-01,min,18.14
1934-01-01,max,34.56
1934-01-01,avg,26.2
1934-01-01,min,17.85
1934-02-01,max,39.06
1934-02-01,avg,27.36
1934-02-01,min,15.67
1934-03-01,max,44.67
1934-03-01,avg,32.77
1934-03-01,min,20.88
1934-04-01,max,54.91
1934-04-01,avg,41.11
1934-04-01,min,27.3
1934-05-01,max,68.18
1934-05-01,avg,53.15
1934-05-01,min,38.12
1934-06-01,max,65.98
1934-06-01,avg,53.22
1934-06-01,min,40.44
1934-07-01,max,77.04
1934-07-01,avg,62.24
1934-07-01,min,47.41
1934-08-01,max,74.01
1934-08-01,avg,59.41
1934-08-01,min,44.83
1934-09-01,max,58.3
1934-09-01,avg,45.52
1934-09-01,min,32.74
1934-10-01,max,55.36
1934-10-01,avg,43.84
1934-10-01,min,32.32
1934-11-01,max,41.97
1934-11-01,avg,32.63
1934-11-01,min,23.29
1934-12-01,max,30.13
1934-12-01,avg,21.83
1934-12-01,min,13.55
1935-01-01,max,32.52
1935-01-01,avg,22.6
1935-01-01,min,12.69
1935-02-01,max,36.77
1935-02-01,avg,24.12
1935-02-01,min,11.48
1935-03-01,max,35.74
1935-03-01,avg,25.43
1935-03-01,min,15.12
1935-04-01,max,42.93
1935-04-01,avg,31.6
1935-04-01,min,20.3
1935-05-01,max,51.26
1935-05-01,avg,41.13
1935-05-01,min,30.99
1935-06-01,max,66.42
1935-06-01,avg,52.72
1935-06-01,min,39.0
1935-07-01,max,80.64
1935-07-01,avg,63.34
1935-07-01,min,46.02
1935-08-01,max,75.16
1935-08-01,avg,59.02
1935-08-01,min,42.85
1935-09-01,max,66.42
1935-09-01,avg,51.89
1935-09-01,min,37.35
1935-10-01,max,51.19
1935-10-01,avg,38.41
1935-10-01,min,25.63
1935-11-01,max,30.18
1935-11-01,avg,21.69
1935-11-01,min,13.21
1935-12-01,max,29.82
1935-12-01,avg,20.41
1935-12-01,min,11.01
1936-01-01,max,25.32
1936-01-01,avg,16.02
1936-01-01,min,6.73
1936-02-01,max,17.28
1936-02-01,avg,6.96
1936-02-01,min,-3.35
1936-03-01,max,35.67
1936-03-01,avg,24.51
1936-03-01,min,13.35
1936-04-01,max,46.63
1936-04-01,avg,34.75
1936-04-01,min,22.87
1936-05-01,max,65.14
1936-05-01,avg,50.43
1936-05-01,min,35.71
1936-06-01,max,70.95
1936-06-01,avg,57.11
1936-06-01,min,43.29
1936-07-01,max,80.01
1936-07-01,avg,66.04
1936-07-01,min,52.05
1936-08-01,max,73.63
1936-08-01,avg,59.88
1936-08-01,min,46.13
1936-09-01,max,64.69
1936-09-01,avg,49.77
1936-09-01,min,34.83
1936-10-01,max,50.85
1936-10-01,avg,39.0
1936-10-01,min,27.14
1936-11-01,max,38.5
1936-11-01,avg,26.29
1936-11-01,min,14.11
1936-12-01,max,29.43
1936-12-01,avg,20.71
1936-12-01,min,12.02
1937-01-01,max,11.16
1937-01-01,avg,1.2
1937-01-01,min,-8.77
1937-02-01,max,28.27
1937-02-01,avg,18.09
1937-02-01,min,7.92
1937-03-01,max,37.22
1937-03-01,avg,25.52
1937-03-01,min,13.84
1937-04-01,max,46.2
1937-04-01,avg,34.66
1937-04-01,min,23.11
1937-05-01,max,61.63
1937-05-01,avg,47.73
1937-05-01,min,33.82
1937-06-01,max,65.44
1937-06-01,avg,53.22
1937-06-01,min,41.0
1937-07-01,max,75.33
1937-07-01,avg,61.88
1937-07-01,min,48.4
1937-08-01,max,76.93
1937-08-01,avg,60.96
1937-08-01,min,44.98
1937-09-01,max,65.44
1937-09-01,avg,51.85
1937-09-01,min,38.26
1937-10-01,max,53.62
1937-10-01,avg,41.74
1937-10-01,min,29.86
1937-11-01,max,36.14
1937-11-01,avg,27.93
1937-11-01,min,19.74
1937-12-01,max,28.87
1937-12-01,avg,20.5
1937-12-01,min,12.13
1938-01-01,max,29.5
1938-01-01,avg,19.69
1938-01-01,min,9.9
1938-02-01,max,33.22
1938-02-01,avg,22.15
1938-02-01,min,11.1
1938-03-01,max,37.53
1938-03-01,avg,27.5
1938-03-01,min,17.51
1938-04-01,max,47.61
1938-04-01,avg,35.53
1938-04-01,min,23.45
1938-05-01,max,53.28
1938-05-01,avg,43.02
1938-05-01,min,32.76
1938-06-01,max,67.6
1938-06-01,avg,54.57
1938-06-01,min,41.54
1938-07-01,max,72.32
1938-07-01,avg,59.61
1938-07-01,min,46.89
1938-08-01,max,72.88
1938-08-01,avg,58.32
1938-08-01,min,43.74
1938-09-01,max,68.79
1938-09-01,avg,54.64
1938-09-01,min,40.5
1938-10-01,max,51.26
1938-10-01,avg,41.2
1938-10-01,min,31.14
1938-11-01,max,28.98
1938-11-01,avg,20.61
1938-11-01,min,12.25
1938-12-01,max,29.75
1938-12-01,avg,21.69
1938-12-01,min,13.64
1939-01-01,max,30.07
1939-01-01,avg,21.49
1939-01-01,min,12.92
1939-02-01,max,23.13
1939-02-01,avg,11.84
1939-02-01,min,0.57
1939-03-01,max,38.46
1939-03-01,avg,27.34
1939-03-01,min,16.21
1939-04-01,max,51.49
1939-04-01,avg,38.97
1939-04-01,min,26.44
1939-05-01,max,61.3
1939-05-01,avg,48.18
1939-05-01,min,35.06
1939-06-01,max,62.42
1939-06-01,avg,50.25
1939-06-01,min,38.08
1939-07-01,max,77.32
1939-07-01,avg,62.46
1939-07-01,min,47.59
1939-08-01,max,73.83
1939-08-01,avg,58.35
1939-08-01,min,42.87
1939-09-01,max,65.21
1939-09-01,avg,51.28
1939-09-01,min,37.33
1939-10-01,max,50.45
1939-10-01,avg,40.19
1939-10-01,min,29.93
1939-11-01,max,46.08
1939-11-01,avg,32.29
1939-11-01,min,18.5
1939-12-01,max,35.85
1939-12-01,avg,27.66
1939-12-01,min,19.49
1940-01-01,max,23.74
1940-01-01,avg,14.02
1940-01-01,min,4.32
1940-02-01,max,31.57
1940-02-01,avg,23.0
1940-02-01,min,14.45
1940-03-01,max,41.74
1940-03-01,avg,30.88
1940-03-01,min,20.03
1940-04-01,max,46.69
1940-04-01,avg,36.34
1940-04-01,min,25.99
1940-05-01,max,61.86
1940-05-01,avg,47.95
1940-05-01,min,34.05
1940-06-01,max,71.1
1940-06-01,avg,56.41
1940-06-01,min,41.72
1940-07-01,max,77.0
1940-07-01,avg,62.6
1940-07-01,min,48.18
1940-08-01,max,77.29
1940-08-01,avg,61.2
1940-08-01,min,45.07
1940-09-01,max,66.09
1940-09-01,avg,54.43
1940-09-01,min,42.75
1940-10-01,max,54.25
1940-10-01,avg,43.27
1940-10-01,min,32.27
1940-11-01,max,31.51
1940-11-01,avg,22.5
1940-11-01,min,13.48
1940-12-01,max,31.33
1940-12-01,avg,22.96
1940-12-01,min,14.59
1941-01-01,max,30.63
1941-01-01,avg,21.45
1941-01-01,min,12.29
1941-02-01,max,36.21
1941-02-01,avg,23.77
1941-02-01,min,11.34
1941-03-01,max,39.61
1941-03-01,avg,28.71
1941-03-01,min,17.8
1941-04-01,max,46.13
1941-04-01,avg,35.6
1941-04-01,min,25.05
1941-05-01,max,60.17
1941-05-01,avg,48.04
1941-05-01,min,35.89
1941-06-01,max,65.64
1941-06-01,avg,53.83
1941-06-01,min,42.03
1941-07-01,max,74.57
1941-07-01,avg,61.41
1941-07-01,min,48.27
1941-08-01,max,70.0
1941-08-01,avg,58.64
1941-08-01,min,47.25
1941-09-01,max,55.02
1941-09-01,avg,44.78
1941-09-01,min,34.54
1941-10-01,max,47.93
1941-10-01,avg,37.58
1941-10-01,min,27.21
1941-11-01,max,38.44
1941-11-01,avg,29.23
1941-11-01,min,20.03
1941-12-01,max,29.46
1941-12-01,avg,21.87
1941-12-01,min,14.27
1942-01-01,max,24.33
1942-01-01,avg,14.54
1942-01-01,min,4.75
1942-02-01,max,25.97
1942-02-01,avg,14.49
1942-02-01,min,3.0
1942-03-01,max,36.55
1942-03-01,avg,24.57
1942-03-01,min,12.58
1942-04-01,max,51.19
1942-04-01,avg,39.24
1942-04-01,min,27.3
1942-05-01,max,51.67
1942-05-01,avg,41.41
1942-05-01,min,31.15
1942-06-01,max,62.6
1942-06-01,avg,50.09
1942-06-01,min,37.54
1942-07-01,max,77.0
1942-07-01,avg,61.14
1942-07-01,min,45.28
1942-08-01,max,73.69
1942-08-01,avg,58.69
1942-08-01,min,43.72
1942-09-01,max,61.9
1942-09-01,avg,49.14
1942-09-01,min,36.37
1942-10-01,max,50.52
1942-10-01,avg,38.93
1942-10-01,min,27.32
1942-11-01,max,34.32
1942-11-01,avg,25.66
1942-11-01,min,17.02
1942-12-01,max,29.53
1942-12-01,avg,21.65
1942-12-01,min,13.75
1943-01-01,max,23.59
1943-01-01,avg,12.67
1943-01-01,min,1.74
1943-02-01,max,34.0
1943-02-01,avg,22.26
1943-02-01,min,10.54
1943-03-01,max,32.11
1943-03-01,avg,19.2
1943-03-01,min,6.31
1943-04-01,max,54.28
1943-04-01,avg,42.21
1943-04-01,min,30.13
1943-05-01,max,52.12
1943-05-01,avg,41.25
1943-05-01,min,30.36
1943-06-01,max,61.74
1943-06-01,avg,49.95
1943-06-01,min,38.14
1943-07-01,max,76.69
1943-07-01,avg,61.36
1943-07-01,min,46.0
1943-08-01,max,74.97
1943-08-01,avg,59.68
1943-08-01,min,44.4
1943-09-01,max,65.64
1943-09-01,avg,50.97
1943-09-01,min,36.3
1943-10-01,max,53.94
1943-10-01,avg,42.44
1943-10-01,min,30.94
1943-11-01,max,40.51
1943-11-01,avg,30.74
1943-11-01,min,20.97
1943-12-01,max,32.05
1943-12-01,avg,21.9
1943-12-01,min,11.73
1944-01-01,max,28.71
1944-01-01,avg,18.32
1944-01-01,min,7.95
1944-02-01,max,30.51
1944-02-01,avg,19.63
1944-02-01,min,8.74
1944-03-01,max,33.67
1944-03-01,avg,22.35
1944-03-01,min,11.03
1944-04-01,max,47.61
1944-04-01,avg,36.57
1944-04-01,min,25.52
1944-05-01,max,58.53
1944-05-01,avg,46.49
1944-05-01,min,34.43
1944-06-01,max,60.62
1944-06-01,avg,49.55
1944-06-01,min,38.48
1944-07-01,max,71.22
1944-07-01,avg,57.78
1944-07-01,min,44.31
1944-08-01,max,71.83
1944-08-01,avg,56.26
1944-08-01,min,40.68
1944-09-01,max,62.47
1944-09-01,avg,49.44
1944-09-01,min,36.41
1944-10-01,max,56.95
1944-10-01,avg,43.2
1944-10-01,min,29.43
1944-11-01,max,36.07
1944-11-01,avg,26.96
1944-11-01,min,17.85
1944-12-01,max,29.75
1944-12-01,avg,18.86
1944-12-01,min,7.97
1945-01-01,max,30.87
1945-01-01,avg,21.25
1945-01-01,min,11.62
1945-02-01,max,32.23
1945-02-01,avg,21.61
1945-02-01,min,11.03
1945-03-01,max,38.77
1945-03-01,avg,27.28
1945-03-01,min,15.82
1945-04-01,max,42.17
1945-04-01,avg,30.69
1945-04-01,min,19.2
1945-05-01,max,54.14
1945-05-01,avg,43.12
1945-05-01,min,32.09
1945-06-01,max,57.33
1945-06-01,avg,47.41
1945-06-01,min,37.47
1945-07-01,max,73.72
1945-07-01,avg,59.36
1945-07-01,min,45.0
1945-08-01,max,72.07
1945-08-01,avg,58.21
1945-08-01,min,44.37
1945-09-01,max,58.03
1945-09-01,avg,46.85
1945-09-01,min,35.67
1945-10-01,max,55.53
1945-10-01,avg,42.85
1945-10-01,min,30.16
1945-11-01,max,34.63
1945-11-01,avg,26.91
1945-11-01,min,19.2
1945-12-01,max,25.16
1945-12-01,avg,17.33
1945-12-01,min,9.52
1946-01-01,max,29.05
1946-01-01,avg,19.4
1946-01-01,min,9.77
1946-02-01,max,32.65
1946-02-01,avg,21.97
1946-02-01,min,11.3
1946-03-01,max,42.49
1946-03-01,avg,31.46
1946-03-01,min,20.43
1946-04-01,max,54.81
1946-04-01,avg,41.9
1946-04-01,min,28.98
1946-05-01,max,52.47
1946-05-01,avg,41.88
1946-05-01,min,31.26
1946-06-01,max,66.74
1946-06-01,avg,53.42
1946-06-01,min,40.12
1946-07-01,max,75.72
1946-07-01,avg,61.61
1946-07-01,min,47.5
1946-08-01,max,71.49
1946-08-01,avg,57.56
1946-08-01,min,43.61
1946-09-01,max,60.93
1946-09-01,avg,48.38
1946-09-01,min,35.82
1946-10-01,max,41.16
1946-10-01,avg,33.55
1946-10-01,min,25.95
1946-11-01,max,34.65
1946-11-01,avg,25.9
1946-11-01,min,17.17
1946-12-01,max,31.91
1946-12-01,avg,23.43
1946-12-01,min,14.95
1947-01-01,max,25.61
1947-01-01,avg,16.43
1947-01-01,min,7.27
1947-02-01,max,31.59
1947-02-01,avg,20.26
1947-02-01,min,8.94
1947-03-01,max,37.0
1947-03-01,avg,25.65
1947-03-01,min,14.31
1947-04-01,max,46.71
1947-04-01,avg,35.1
1947-04-01,min,23.49
1947-05-01,max,58.98
1947-05-01,avg,46.45
1947-05-01,min,33.93
1947-06-01,max,59.54
1947-06-01,avg,48.74
1947-06-01,min,37.92
1947-07-01,max,76.3
1947-07-01,avg,61.41
1947-07-01,min,46.53
1947-08-01,max,72.81
1947-08-01,avg,59.09
1947-08-01,min,45.39
1947-09-01,max,62.89
1947-09-01,avg,50.76
1947-09-01,min,38.62
1947-10-01,max,54.03
1947-10-01,avg,43.48
1947-10-01,min,32.94
1947-11-01,max,28.87
1947-11-01,avg,21.25
1947-11-01,min,13.64
1947-12-01,max,28.22
1947-12-01,avg,20.44
1947-12-01,min,12.69
1948-01-01,max,27.07
1948-01-01,avg,17.29
1948-01-01,min,7.52
1948-02-01,max,27.52
1948-02-01,avg,17.22
1948-02-01,min,6.93
1948-03-01,max,33.53
1948-03-01,avg,21.72
1948-03-01,min,9.91
1948-04-01,max,47.43
1948-04-01,avg,36.34
1948-04-01,min,25.25
1948-05-01,max,57.94
1948-05-01,avg,45.88
1948-05-01,min,33.8
1948-06-01,max,63.68
1948-06-01,avg,53.22
1948-06-01,min,42.73
1948-07-01,max,72.63
1948-07-01,avg,58.62
1948-07-01,min,44.6
1948-08-01,max,73.02
1948-08-01,avg,58.48
1948-08-01,min,43.93
1948-09-01,max,65.5
1948-09-01,avg,52.02
1948-09-01,min,38.53
1948-10-01,max,53.94
1948-10-01,avg,40.57
1948-10-01,min,27.18
1948-11-01,max,31.15
1948-11-01,avg,23.7
1948-11-01,min,16.25
1948-12-01,max,22.89
1948-12-01,avg,14.02
1948-12-01,min,5.14
1949-01-01,max,15.22
1949-01-01,avg,3.74
1949-01-01,min,-7.73
1949-02-01,max,26.78
1949-02-01,avg,15.85
1949-02-01,min,4.93
1949-03-01,max,36.81
1949-03-01,avg,25.95
1949-03-01,min,15.1
1949-04-01,max,54.1
1949-04-01,avg,40.51
1949-04-01,min,26.91
1949-05-01,max,58.51
1949-05-01,avg,46.92
1949-05-01,min,35.33
1949-06-01,max,63.88
1949-06-01,avg,51.91
1949-06-01,min,39.94
1949-07-01,max,75.25
1949-07-01,avg,60.06
1949-07-01,min,44.85
1949-08-01,max,74.39
1949-08-01,avg,59.65
1949-08-01,min,44.91
1949-09-01,max,62.19
1949-09-01,avg,49.1
1949-09-01,min,36.0
1949-10-01,max,42.33
1949-10-01,avg,33.78
1949-10-01,min,25.21
1949-11-01,max,45.91
1949-11-01,avg,35.92
1949-11-01,min,25.93
1949-12-01,max,27.93
1949-12-01,avg,19.29
1949-12-01,min,10.65
1950-01-01,max,20.16
1950-01-01,avg,10.92
1950-01-01,min,1.71
1950-02-01,max,35.65
1950-02-01,avg,25.59
1950-02-01,min,15.51
1950-03-01,max,34.92
1950-03-01,avg,24.44
1950-03-01,min,13.96
1950-04-01,max,45.19
1950-04-01,avg,33.66
1950-04-01,min,22.14
1950-05-01,max,51.66
1950-05-01,avg,39.65
1950-05-01,min,27.63
1950-06-01,max,62.92
1950-06-01,avg,50.2
1950-06-01,min,37.47
1950-07-01,max,68.72
1950-07-01,avg,56.03
1950-07-01,min,43.34
1950-08-01,max,70.54
1950-08-01,avg,56.39
1950-08-01,min,42.22
1950-09-01,max,58.39
1950-09-01,avg,47.28
1950-09-01,min,36.16
1950-10-01,max,53.26
1950-10-01,avg,42.55
1950-10-01,min,31.82
1950-11-01,max,34.72
1950-11-01,avg,26.47
1950-11-01,min,18.23
1950-12-01,max,33.42
1950-12-01,avg,25.39
1950-12-01,min,17.37
1951-01-01,max,23.38
1951-01-01,avg,14.11
1951-01-01,min,4.87
1951-02-01,max,33.91
1951-02-01,avg,23.25
1951-02-01,min,12.6
1951-03-01,max,33.31
1951-03-01,avg,21.83
1951-03-01,min,10.35
1951-04-01,max,46.18
1951-04-01,avg,33.84
1951-04-01,min,21.51
1951-05-01,max,57.58
1951-05-01,avg,45.66
1951-05-01,min,33.75
1951-06-01,max,57.11
1951-06-01,avg,46.09
1951-06-01,min,35.08
1951-07-01,max,72.45
1951-07-01,avg,58.84
1951-07-01,min,45.25
1951-08-01,max,68.22
1951-08-01,avg,56.37
1951-08-01,min,44.53
1951-09-01,max,59.81
1951-09-01,avg,46.62
1951-09-01,min,33.4
1951-10-01,max,44.6
1951-10-01,avg,35.98
1951-10-01,min,27.34
1951-11-01,max,34.63
1951-11-01,avg,25.47
1951-11-01,min,16.32
1951-12-01,max,23.31
1951-12-01,avg,14.88
1951-12-01,min,6.46
1952-01-01,max,25.92
1952-01-01,avg,16.81
1952-01-01,min,7.7
1952-02-01,max,32.23
1952-02-01,avg,20.88
1952-02-01,min,9.54
1952-03-01,max,33.37
1952-03-01,avg,21.9
1952-03-01,min,10.42
1952-04-01,max,53.06
1952-04-01,avg,39.36
1952-04-01,min,25.65
1952-05-01,max,57.72
1952-05-01,avg,45.93
1952-05-01,min,34.12
1952-06-01,max,67.87
1952-06-01,avg,54.27
1952-06-01,min,40.64
1952-07-01,max,72.5
1952-07-01,avg,58.21
1952-07-01,min,43.92
1952-08-01,max,71.64
1952-08-01,avg,58.21
1952-08-01,min,44.78
1952-09-01,max,68.58
1952-09-01,avg,53.22
1952-09-01,min,37.87
1952-10-01,max,57.78
1952-10-01,avg,42.75
1952-10-01,min,27.72
1952-11-01,max,33.1
