date,dtype,temp
1952-11-01,avg,22.26
1952-11-01,min,11.44
1952-12-01,max,30.16
1952-12-01,avg,22.15
1952-12-01,min,14.16
1953-01-01,max,36.19
1953-01-01,avg,29.05
1953-01-01,min,21.92
1953-02-01,max,31.91
1953-02-01,avg,22.19
1953-02-01,min,12.51
1953-03-01,max,41.14
1953-03-01,avg,29.68
1953-03-01,min,18.23
1953-04-01,max,41.81
1953-04-01,avg,30.74
1953-04-01,min,19.67
1953-05-01,max,51.31
1953-05-01,avg,40.44
1953-05-01,min,29.57
1953-06-01,max,65.84
1953-06-01,avg,52.47
1953-06-01,min,39.07
1953-07-01,max,77.72
1953-07-01,avg,62.58
1953-07-01,min,47.43
1953-08-01,max,73.92
1953-08-01,avg,59.43
1953-08-01,min,44.94
1953-09-01,max,66.81
1953-09-01,avg,51.8
1953-09-01,min,36.77
1953-10-01,max,55.74
1953-10-01,avg,42.93
1953-10-01,min,30.09
1953-11-01,max,42.26
1953-11-01,avg,33.04
1953-11-01,min,23.85
1953-12-01,max,29.17
1953-12-01,avg,21.06
1953-12-01,min,12.94
1954-01-01,max,29.37
1954-01-01,avg,20.37
1954-01-01,min,11.39
1954-02-01,max,40.95
1954-02-01,avg,30.09
1954-02-01,min,19.24
1954-03-01,max,33.22
1954-03-01,avg,21.72
1954-03-01,min,10.24
1954-04-01,max,47.55
1954-04-01,avg,36.3
1954-04-01,min,25.05
1954-05-01,max,57.51
1954-05-01,avg,45.16
1954-05-01,min,32.81
1954-06-01,max,62.47
1954-06-01,avg,50.34
1954-06-01,min,38.23
1954-07-01,max,77.58
1954-07-01,avg,62.91
1954-07-01,min,48.22
1954-08-01,max,72.28
1954-08-01,avg,57.61
1954-08-01,min,42.96
1954-09-01,max,64.94
1954-09-01,avg,50.63
1954-09-01,min,36.3
1954-10-01,max,50.81
1954-10-01,avg,37.83
1954-10-01,min,24.85
1954-11-01,max,44.06
1954-11-01,avg,33.75
1954-11-01,min,23.43
1954-12-01,max,31.23
1954-12-01,avg,21.09
1954-12-01,min,10.98
1955-01-01,max,26.65
1955-01-01,avg,17.15
1955-01-01,min,7.66
1955-02-01,max,26.92
1955-02-01,avg,16.43
1955-02-01,min,5.94
1955-03-01,max,30.4
1955-03-01,avg,18.84
1955-03-01,min,7.3
1955-04-01,max,45.57
1955-04-01,avg,34.02
1955-04-01,min,22.44
1955-05-01,max,56.46
1955-05-01,avg,44.44
1955-05-01,min,32.43
1955-06-01,max,63.09
1955-06-01,avg,51.03
1955-06-01,min,38.97
1955-07-01,max,74.61
1955-07-01,avg,60.66
1955-07-01,min,46.69
1955-08-01,max,76.48
1955-08-01,avg,61.86
1955-08-01,min,47.25
1955-09-01,max,61.88
1955-09-01,avg,48.96
1955-09-01,min,36.01
1955-10-01,max,54.36
1955-10-01,avg,41.61
1955-10-01,min,28.89
1955-11-01,max,27.99
1955-11-01,avg,19.17
1955-11-01,min,10.36
1955-12-01,max,27.21
1955-12-01,avg,18.19
1955-12-01,min,9.18
1956-01-01,max,28.8
1956-01-01,avg,19.71
1956-01-01,min,10.62
1956-02-01,max,26.83
1956-02-01,avg,15.31
1956-02-01,min,3.81
1956-03-01,max,36.45
1956-03-01,avg,25.02
1956-03-01,min,13.59
1956-04-01,max,45.54
1956-04-01,avg,34.23
1956-04-01,min,22.95
1956-05-01,max,58.3
1956-05-01,avg,46.56
1956-05-01,min,34.83
1956-06-01,max,71.74
1956-06-01,avg,56.44
1956-06-01,min,41.13
1956-07-01,max,74.37
1956-07-01,avg,60.04
1956-07-01,min,45.72
1956-08-01,max,70.66
1956-08-01,avg,56.44
1956-08-01,min,42.22
1956-09-01,max,66.16
1956-09-01,avg,51.4
1956-09-01,min,36.63
1956-10-01,max,51.98
1956-10-01,avg,40.62
1956-10-01,min,29.25
1956-11-01,max,34.75
1956-11-01,avg,24.28
1956-11-01,min,13.82
1956-12-01,max,31.93
1956-12-01,avg,21.92
1956-12-01,min,11.93
1957-01-01,max,18.59
1957-01-01,avg,7.7
1957-01-01,min,-3.17
1957-02-01,max,34.95
1957-02-01,avg,24.06
1957-02-01,min,13.17
1957-03-01,max,38.97
1957-03-01,avg,27.27
1957-03-01,min,15.55
1957-04-01,max,43.16
1957-04-01,avg,32.61
1957-04-01,min,22.05
1957-05-01,max,55.94
1957-05-01,avg,45.64
1957-05-01,min,35.33
1957-06-01,max,63.32
1957-06-01,avg,51.93
1957-06-01,min,40.51
1957-07-01,max,75.87
1957-07-01,avg,61.27
1957-07-01,min,46.67
1957-08-01,max,73.54
1957-08-01,avg,59.25
1957-08-01,min,44.96
1957-09-01,max,61.83
1957-09-01,avg,48.78
1957-09-01,min,35.71
1957-10-01,max,47.88
1957-10-01,avg,38.34
1957-10-01,min,28.8
1957-11-01,max,31.42
1957-11-01,avg,22.73
1957-11-01,min,14.04
1957-12-01,max,34.12
1957-12-01,avg,25.11
1957-12-01,min,16.09
1958-01-01,max,33.15
1958-01-01,avg,22.33
1958-01-01,min,11.53
1958-02-01,max,36.93
1958-02-01,avg,26.2
1958-02-01,min,15.48
1958-03-01,max,34.61
1958-03-01,avg,24.1
1958-03-01,min,13.6
1958-04-01,max,43.99
1958-04-01,avg,33.3
1958-04-01,min,22.59
1958-05-01,max,64.85
1958-05-01,avg,50.77
1958-05-01,min,36.7
1958-06-01,max,64.31
1958-06-01,avg,52.38
1958-06-01,min,40.42
1958-07-01,max,68.94
1958-07-01,avg,56.08
1958-07-01,min,43.21
1958-08-01,max,74.41
1958-08-01,avg,60.46
1958-08-01,min,46.51
1958-09-01,max,63.93
1958-09-01,avg,50.23
1958-09-01,min,36.55
1958-10-01,max,55.35
1958-10-01,avg,41.88
1958-10-01,min,28.44
1958-11-01,max,36.28
1958-11-01,avg,27.01
1958-11-01,min,17.76
1958-12-01,max,31.93
1958-12-01,avg,22.95
1958-12-01,min,13.98
1959-01-01,max,28.17
1959-01-01,avg,19.0
1959-01-01,min,9.84
1959-02-01,max,28.49
1959-02-01,avg,17.89
1959-02-01,min,7.3
1959-03-01,max,38.08
1959-03-01,avg,27.03
1959-03-01,min,15.98
1959-04-01,max,46.2
1959-04-01,avg,34.59
1959-04-01,min,22.96
1959-05-01,max,51.64
1959-05-01,avg,40.62
1959-05-01,min,29.61
1959-06-01,max,70.14
1959-06-01,avg,56.07
1959-06-01,min,41.97
1959-07-01,max,75.87
1959-07-01,avg,60.55
1959-07-01,min,45.21
1959-08-01,max,73.85
1959-08-01,avg,58.78
1959-08-01,min,43.7
1959-09-01,max,59.36
1959-09-01,avg,48.09
1959-09-01,min,36.82
1959-10-01,max,48.27
1959-10-01,avg,37.89
1959-10-01,min,27.48
1959-11-01,max,34.38
1959-11-01,avg,23.05
1959-11-01,min,11.75
1959-12-01,max,32.29
1959-12-01,avg,21.99
1959-12-01,min,11.71
1960-01-01,max,26.89
1960-01-01,avg,18.27
1960-01-01,min,9.66
1960-02-01,max,25.75
1960-02-01,avg,15.31
1960-02-01,min,4.89
1960-03-01,max,39.0
1960-03-01,avg,27.01
1960-03-01,min,15.04
1960-04-01,max,47.37
1960-04-01,avg,35.91
1960-04-01,min,24.44
1960-05-01,max,57.58
1960-05-01,avg,44.82
1960-05-01,min,32.05
1960-06-01,max,68.58
1960-06-01,avg,54.45
1960-06-01,min,40.32
1960-07-01,max,77.83
1960-07-01,avg,62.56
1960-07-01,min,47.3
1960-08-01,max,71.83
1960-08-01,avg,57.42
1960-08-01,min,43.0
1960-09-01,max,65.01
1960-09-01,avg,51.26
1960-09-01,min,37.51
1960-10-01,max,51.1
1960-10-01,avg,40.19
1960-10-01,min,29.26
1960-11-01,max,35.29
1960-11-01,avg,26.65
1960-11-01,min,18.03
1960-12-01,max,29.77
1960-12-01,avg,19.58
1960-12-01,min,9.41
1961-01-01,max,32.5
1961-01-01,avg,21.2
1961-01-01,min,9.88
1961-02-01,max,36.46
1961-02-01,avg,27.61
1961-02-01,min,18.77
1961-03-01,max,40.78
1961-03-01,avg,29.66
1961-03-01,min,18.55
1961-04-01,max,44.56
1961-04-01,avg,33.21
1961-04-01,min,21.87
1961-05-01,max,57.07
1961-05-01,avg,45.3
1961-05-01,min,33.53
1961-06-01,max,72.57
1961-06-01,avg,57.72
1961-06-01,min,42.87
1961-07-01,max,75.69
1961-07-01,avg,61.27
1961-07-01,min,46.85
1961-08-01,max,75.13
1961-08-01,avg,61.52
1961-08-01,min,47.91
1961-09-01,max,52.23
1961-09-01,avg,42.64
1961-09-01,min,33.04
1961-10-01,max,46.81
1961-10-01,avg,36.82
1961-10-01,min,26.8
1961-11-01,max,33.73
1961-11-01,avg,24.3
1961-11-01,min,14.88
1961-12-01,max,24.19
1961-12-01,avg,15.89
1961-12-01,min,7.61
1962-01-01,max,20.55
1962-01-01,avg,10.11
1962-01-01,min,-0.33
1962-02-01,max,29.43
1962-02-01,avg,20.21
1962-02-01,min,10.99
1962-03-01,max,35.26
1962-03-01,avg,24.17
1962-03-01,min,13.1
1962-04-01,max,51.4
1962-04-01,avg,38.44
1962-04-01,min,25.48
1962-05-01,max,55.31
1962-05-01,avg,44.46
1962-05-01,min,33.58
1962-06-01,max,65.14
1962-06-01,avg,52.52
1962-06-01,min,39.88
1962-07-01,max,70.75
1962-07-01,avg,57.31
1962-07-01,min,43.84
1962-08-01,max,70.77
1962-08-01,avg,56.71
1962-08-01,min,42.66
1962-09-01,max,63.16
1962-09-01,avg,49.44
1962-09-01,min,35.73
1962-10-01,max,55.87
1962-10-01,avg,43.29
1962-10-01,min,30.67
1962-11-01,max,40.41
1962-11-01,avg,31.05
1962-11-01,min,21.69
1962-12-01,max,33.48
1962-12-01,avg,24.42
1962-12-01,min,15.39
1963-01-01,max,19.31
1963-01-01,avg,8.56
1963-01-01,min,-2.16
1963-02-01,max,38.41
1963-02-01,avg,28.44
1963-02-01,min,18.46
1963-03-01,max,39.94
1963-03-01,avg,27.82
1963-03-01,min,15.73
1963-04-01,max,45.07
1963-04-01,avg,34.16
1963-04-01,min,23.23
1963-05-01,max,57.15
1963-05-01,avg,45.54
1963-05-01,min,33.91
1963-06-01,max,63.59
1963-06-01,avg,51.94
1963-06-01,min,40.28
1963-07-01,max,75.15
1963-07-01,avg,59.7
1963-07-01,min,44.26
1963-08-01,max,73.9
1963-08-01,avg,59.29
1963-08-01,min,44.65
1963-09-01,max,66.33
1963-09-01,avg,54.34
1963-09-01,min,42.33
1963-10-01,max,57.6
1963-10-01,avg,45.57
1963-10-01,min,33.53
1963-11-01,max,39.67
1963-11-01,avg,30.81
1963-11-01,min,21.96
1963-12-01,max,28.72
1963-12-01,avg,18.86
1963-12-01,min,9.0
1964-01-01,max,26.85
1964-01-01,avg,18.18
1964-01-01,min,9.52
1964-02-01,max,28.0
1964-02-01,avg,17.13
1964-02-01,min,6.26
1964-03-01,max,32.49
1964-03-01,avg,20.8
1964-03-01,min,9.16
1964-04-01,max,45.68
1964-04-01,avg,34.79
1964-04-01,min,23.92
1964-05-01,max,55.83
1964-05-01,avg,44.55
1964-05-01,min,33.28
1964-06-01,max,60.49
1964-06-01,avg,50.27
1964-06-01,min,40.05
1964-07-01,max,77.04
1964-07-01,avg,62.22
1964-07-01,min,47.41
1964-08-01,max,69.64
1964-08-01,avg,55.87
1964-08-01,min,42.1
1964-09-01,max,61.83
1964-09-01,avg,47.97
1964-09-01,min,34.09
1964-10-01,max,54.88
1964-10-01,avg,41.83
1964-10-01,min,28.76
1964-11-01,max,35.06
1964-11-01,avg,26.02
1964-11-01,min,17.02
1964-12-01,max,26.19
1964-12-01,avg,18.14
1964-12-01,min,10.09
1965-01-01,max,31.21
1965-01-01,avg,23.43
1965-01-01,min,15.67
1965-02-01,max,30.49
1965-02-01,avg,19.74
1965-02-01,min,9.0
1965-03-01,max,27.54
1965-03-01,avg,14.67
1965-03-01,min,1.8
1965-04-01,max,46.9
1965-04-01,avg,36.88
1965-04-01,min,26.83
1965-05-01,max,52.39
1965-05-01,avg,41.68
1965-05-01,min,30.96
1965-06-01,max,62.64
1965-06-01,avg,51.12
1965-06-01,min,39.58
1965-07-01,max,72.5
1965-07-01,avg,59.29
1965-07-01,min,46.08
1965-08-01,max,69.21
1965-08-01,avg,56.53
1965-08-01,min,43.84
1965-09-01,max,49.68
1965-09-01,avg,39.79
1965-09-01,min,29.91
1965-10-01,max,57.67
1965-10-01,avg,44.13
1965-10-01,min,30.6
1965-11-01,max,41.52
1965-11-01,avg,32.38
1965-11-01,min,23.23
1965-12-01,max,32.23
1965-12-01,avg,23.25
1965-12-01,min,14.29
1966-01-01,max,27.07
1966-01-01,avg,18.34
1966-01-01,min,9.61
1966-02-01,max,30.69
1966-02-01,avg,19.54
1966-02-01,min,8.4
1966-03-01,max,41.7
1966-03-01,avg,28.78
1966-03-01,min,15.85
1966-04-01,max,44.06
1966-04-01,avg,32.76
1966-04-01,min,21.45
1966-05-01,max,62.33
1966-05-01,avg,47.64
1966-05-01,min,32.94
1966-06-01,max,64.45
1966-06-01,avg,51.67
1966-06-01,min,38.88
1966-07-01,max,79.14
1966-07-01,avg,63.46
1966-07-01,min,47.79
1966-08-01,max,71.58
1966-08-01,avg,57.61
1966-08-01,min,43.63
1966-09-01,max,66.02
1966-09-01,avg,53.55
1966-09-01,min,41.09
1966-10-01,max,50.38
1966-10-01,avg,38.61
1966-10-01,min,26.82
1966-11-01,max,37.18
1966-11-01,avg,28.2
1966-11-01,min,19.2
1966-12-01,max,28.62
1966-12-01,avg,20.64
1966-12-01,min,12.67
1967-01-01,max,30.34
1967-01-01,avg,22.73
1967-01-01,min,15.15
1967-02-01,max,32.94
1967-02-01,avg,23.25
1967-02-01,min,13.59
1967-03-01,max,37.6
1967-03-01,avg,26.92
1967-03-01,min,16.25
1967-04-01,max,43.61
1967-04-01,avg,32.67
1967-04-01,min,21.7
1967-05-01,max,53.85
1967-05-01,avg,42.17
1967-05-01,min,30.49
1967-06-01,max,59.77
1967-06-01,avg,49.73
1967-06-01,min,39.67
1967-07-01,max,73.67
1967-07-01,avg,59.95
1967-07-01,min,46.22
1967-08-01,max,74.5
1967-08-01,avg,59.29
1967-08-01,min,44.08
1967-09-01,max,66.07
1967-09-01,avg,53.02
1967-09-01,min,39.97
1967-10-01,max,51.85
1967-10-01,avg,40.62
1967-10-01,min,29.39
1967-11-01,max,36.48
1967-11-01,avg,27.28
1967-11-01,min,18.09
1967-12-01,max,23.04
1967-12-01,avg,14.09
1967-12-01,min,5.16
1968-01-01,max,26.22
1968-01-01,avg,16.02
1968-01-01,min,5.85
1968-02-01,max,34.72
1968-02-01,avg,24.84
1968-02-01,min,14.97
1968-03-01,max,42.87
1968-03-01,avg,30.96
1968-03-01,min,19.04
1968-04-01,max,43.29
1968-04-01,avg,31.55
1968-04-01,min,19.81
1968-05-01,max,52.77
1968-05-01,avg,41.43
1968-05-01,min,30.07
1968-06-01,max,63.75
1968-06-01,avg,51.37
1968-06-01,min,38.98
1968-07-01,max,74.55
1968-07-01,avg,59.5
1968-07-01,min,44.44
1968-08-01,max,66.24
1968-08-01,avg,54.46
1968-08-01,min,42.69
1968-09-01,max,60.66
1968-09-01,avg,48.67
1968-09-01,min,36.66
1968-10-01,max,52.18
1968-10-01,avg,40.1
1968-10-01,min,28.02
1968-11-01,max,34.12
1968-11-01,avg,25.61
1968-11-01,min,17.11
1968-12-01,max,24.71
1968-12-01,avg,16.07
1968-12-01,min,7.43
1969-01-01,max,25.66
1969-01-01,avg,17.24
1969-01-01,min,8.82
1969-02-01,max,31.14
1969-02-01,avg,21.4
1969-02-01,min,11.66
1969-03-01,max,35.85
1969-03-01,avg,22.93
1969-03-01,min,10.0
1969-04-01,max,52.16
1969-04-01,avg,39.56
1969-04-01,min,26.92
1969-05-01,max,61.12
1969-05-01,avg,47.07
1969-05-01,min,33.01
1969-06-01,max,60.44
1969-06-01,avg,49.06
1969-06-01,min,37.69
1969-07-01,max,74.1
1969-07-01,avg,59.59
1969-07-01,min,45.09
1969-08-01,max,77.54
1969-08-01,avg,61.66
1969-08-01,min,45.79
1969-09-01,max,66.9
1969-09-01,avg,52.74
1969-09-01,min,38.59
1969-10-01,max,41.92
1969-10-01,avg,32.76
1969-10-01,min,23.58
1969-11-01,max,39.02
1969-11-01,avg,28.71
1969-11-01,min,18.39
1969-12-01,max,31.28
1969-12-01,avg,22.55
1969-12-01,min,13.8
1970-01-01,max,27.73
1970-01-01,avg,19.58
1970-01-01,min,11.43
1970-02-01,max,38.48
1970-02-01,avg,26.38
1970-02-01,min,14.31
1970-03-01,max,34.48
1970-03-01,avg,23.67
1970-03-01,min,12.87
1970-04-01,max,38.41
1970-04-01,avg,28.44
1970-04-01,min,18.46
1970-05-01,max,56.73
1970-05-01,avg,44.51
1970-05-01,min,32.29
1970-06-01,max,67.21
1970-06-01,avg,54.14
1970-06-01,min,41.05
1970-07-01,max,75.63
1970-07-01,avg,61.23
1970-07-01,min,46.81
1970-08-01,max,77.77
1970-08-01,avg,61.59
1970-08-01,min,45.39
1970-09-01,max,57.07
1970-09-01,avg,45.23
1970-09-01,min,33.39
1970-10-01,max,46.15
1970-10-01,avg,35.13
1970-10-01,min,24.1
1970-11-01,max,35.56
1970-11-01,avg,26.74
1970-11-01,min,17.92
1970-12-01,max,26.83
1970-12-01,avg,18.99
1970-12-01,min,11.12
1971-01-01,max,26.49
1971-01-01,avg,19.27
1971-01-01,min,12.06
1971-02-01,max,30.78
1971-02-01,avg,21.06
1971-02-01,min,11.34
1971-03-01,max,35.29
1971-03-01,avg,24.66
1971-03-01,min,14.02
1971-04-01,max,45.63
1971-04-01,avg,34.29
1971-04-01,min,22.95
1971-05-01,max,55.76
1971-05-01,avg,44.26
1971-05-01,min,32.76
1971-06-01,max,66.6
1971-06-01,avg,53.06
1971-06-01,min,39.54
1971-07-01,max,72.82
1971-07-01,avg,57.87
1971-07-01,min,42.89
1971-08-01,max,78.62
1971-08-01,avg,63.37
1971-08-01,min,48.13
1971-09-01,max,58.3
1971-09-01,avg,45.84
1971-09-01,min,33.39
1971-10-01,max,45.25
1971-10-01,avg,35.6
1971-10-01,min,25.95
1971-11-01,max,35.49
1971-11-01,avg,26.51
1971-11-01,min,17.53
1971-12-01,max,24.4
1971-12-01,avg,16.25
1971-12-01,min,8.1
1972-01-01,max,22.21
1972-01-01,avg,13.59
1972-01-01,min,4.98
1972-02-01,max,33.46
1972-02-01,avg,24.35
1972-02-01,min,15.24
1972-03-01,max,45.01
1972-03-01,avg,33.58
1972-03-01,min,22.17
1972-04-01,max,46.8
1972-04-01,avg,35.06
1972-04-01,min,23.31
1972-05-01,max,56.17
1972-05-01,avg,44.38
1972-05-01,min,32.59
1972-06-01,max,67.57
1972-06-01,avg,54.52
1972-06-01,min,41.45
1972-07-01,max,70.61
1972-07-01,avg,56.5
1972-07-01,min,42.39
1972-08-01,max,71.35
1972-08-01,avg,58.17
1972-08-01,min,44.98
1972-09-01,max,58.05
1972-09-01,avg,46.44
1972-09-01,min,34.83
1972-10-01,max,48.54
1972-10-01,avg,37.8
1972-10-01,min,27.03
1972-11-01,max,33.55
1972-11-01,avg,25.68
1972-11-01,min,17.82
1972-12-01,max,20.16
1972-12-01,avg,11.82
1972-12-01,min,3.51
1973-01-01,max,24.93
1973-01-01,avg,15.33
1973-01-01,min,5.76
1973-02-01,max,33.44
1973-02-01,avg,21.97
1973-02-01,min,10.53
1973-03-01,max,37.81
1973-03-01,avg,26.82
1973-03-01,min,15.84
1973-04-01,max,41.0
1973-04-01,avg,30.81
1973-04-01,min,20.62
1973-05-01,max,56.73
1973-05-01,avg,43.79
1973-05-01,min,30.85
1973-06-01,max,66.9
1973-06-01,avg,53.98
1973-06-01,min,41.05
1973-07-01,max,73.06
1973-07-01,avg,59.36
1973-07-01,min,45.63
1973-08-01,max,74.05
1973-08-01,avg,59.52
1973-08-01,min,45.0
1973-09-01,max,58.46
1973-09-01,avg,47.59
1973-09-01,min,36.7
1973-10-01,max,52.88
1973-10-01,avg,41.5
1973-10-01,min,30.13
1973-11-01,max,32.63
1973-11-01,avg,25.93
1973-11-01,min,19.26
1973-12-01,max,31.15
1973-12-01,avg,23.11
1973-12-01,min,15.08
1974-01-01,max,24.3
1974-01-01,avg,16.23
1974-01-01,min,8.17
1974-02-01,max,34.88
1974-02-01,avg,24.91
1974-02-01,min,14.94
1974-03-01,max,38.46
1974-03-01,avg,27.95
1974-03-01,min,17.46
1974-04-01,max,48.06
1974-04-01,avg,36.54
1974-04-01,min,25.0
1974-05-01,max,53.22
1974-05-01,avg,41.52
1974-05-01,min,29.82
1974-06-01,max,70.75
1974-06-01,avg,55.72
1974-06-01,min,40.68
1974-07-01,max,76.82
1974-07-01,avg,61.93
1974-07-01,min,47.01
1974-08-01,max,69.04
1974-08-01,avg,55.11
1974-08-01,min,41.18
1974-09-01,max,63.43
1974-09-01,avg,48.16
1974-09-01,min,32.88
1974-10-01,max,54.27
1974-10-01,avg,41.54
1974-10-01,min,28.8
1974-11-01,max,37.17
1974-11-01,avg,28.29
1974-11-01,min,19.44
1974-12-01,max,28.31
1974-12-01,avg,19.51
1974-12-01,min,10.71
1975-01-01,max,24.69
1975-01-01,avg,15.84
1975-01-01,min,6.98
1975-02-01,max,27.39
1975-02-01,avg,16.21
1975-02-01,min,5.05
1975-03-01,max,34.47
1975-03-01,avg,24.55
1975-03-01,min,14.67
1975-04-01,max,37.89
1975-04-01,avg,27.72
1975-04-01,min,17.56
1975-05-01,max,50.58
1975-05-01,avg,40.08
1975-05-01,min,29.57
1975-06-01,max,61.32
1975-06-01,avg,49.3
1975-06-01,min,37.26
1975-07-01,max,75.07
1975-07-01,avg,61.68
1975-07-01,min,48.27
1975-08-01,max,69.55
1975-08-01,avg,55.42
1975-08-01,min,41.29
1975-09-01,max,63.91
1975-09-01,avg,48.67
1975-09-01,min,33.42
1975-10-01,max,48.16
1975-10-01,avg,38.14
1975-10-01,min,28.11
1975-11-01,max,33.26
1975-11-01,avg,23.74
1975-11-01,min,14.23
1975-12-01,max,31.44
1975-12-01,avg,23.34
1975-12-01,min,15.24
1976-01-01,max,28.09
1976-01-01,avg,18.86
1976-01-01,min,9.64
1976-02-01,max,33.21
1976-02-01,avg,23.92
1976-02-01,min,14.61
1976-03-01,max,34.74
1976-03-01,avg,22.75
1976-03-01,min,10.78
1976-04-01,max,46.89
1976-04-01,avg,35.89
1976-04-01,min,24.91
1976-05-01,max,59.7
1976-05-01,avg,46.62
1976-05-01,min,33.55
1976-06-01,max,64.0
1976-06-01,avg,50.77
1976-06-01,min,37.53
1976-07-01,max,77.09
1976-07-01,avg,61.52
1976-07-01,min,45.95
1976-08-01,max,71.2
1976-08-01,avg,57.13
1976-08-01,min,43.03
1976-09-01,max,64.4
1976-09-01,avg,50.95
1976-09-01,min,37.49
1976-10-01,max,49.96
1976-10-01,avg,37.63
1976-10-01,min,25.29
1976-11-01,max,38.93
1976-11-01,avg,28.63
1976-11-01,min,18.32
1976-12-01,max,32.02
1976-12-01,avg,22.14
1976-12-01,min,12.25
1977-01-01,max,24.85
1977-01-01,avg,14.41
1977-01-01,min,3.96
1977-02-01,max,38.61
1977-02-01,avg,26.46
1977-02-01,min,14.29
1977-03-01,max,35.96
1977-03-01,avg,24.8
1977-03-01,min,13.66
1977-04-01,max,53.4
1977-04-01,avg,39.18
1977-04-01,min,24.94
1977-05-01,max,55.38
1977-05-01,avg,44.31
1977-05-01,min,33.24
1977-06-01,max,70.5
1977-06-01,avg,57.07
1977-06-01,min,43.63
1977-07-01,max,74.61
1977-07-01,avg,60.4
1977-07-01,min,46.18
1977-08-01,max,68.47
1977-08-01,avg,55.58
1977-08-01,min,42.71
1977-09-01,max,62.33
1977-09-01,avg,49.19
1977-09-01,min,36.07
1977-10-01,max,52.65
1977-10-01,avg,40.64
1977-10-01,min,28.62
1977-11-01,max,35.22
1977-11-01,avg,26.22
1977-11-01,min,17.22
1977-12-01,max,27.82
1977-12-01,avg,19.02
1977-12-01,min,10.24
1978-01-01,max,24.98
1978-01-01,avg,15.21
1978-01-01,min,5.45
1978-02-01,max,27.93
1978-02-01,avg,18.1
1978-02-01,min,8.29
1978-03-01,max,41.36
1978-03-01,avg,30.13
1978-03-01,min,18.88
1978-04-01,max,47.48
1978-04-01,avg,37.22
1978-04-01,min,26.94
1978-05-01,max,52.14
1978-05-01,avg,42.15
1978-05-01,min,32.14
1978-06-01,max,66.33
1978-06-01,avg,52.81
1978-06-01,min,39.27
1978-07-01,max,72.21
1978-07-01,avg,58.37
1978-07-01,min,44.55
1978-08-01,max,70.21
1978-08-01,avg,56.3
1978-08-01,min,42.4
1978-09-01,max,62.92
1978-09-01,avg,50.23
1978-09-01,min,37.54
1978-10-01,max,54.84
1978-10-01,avg,41.36
1978-10-01,min,27.86
1978-11-01,max,29.5
1978-11-01,avg,19.98
1978-11-01,min,10.45
1978-12-01,max,17.35
1978-12-01,avg,7.86
1978-12-01,min,-1.61
1979-01-01,max,12.13
1979-01-01,avg,2.39
1979-01-01,min,-7.35
1979-02-01,max,27.81
1979-02-01,avg,18.61
1979-02-01,min,9.39
1979-03-01,max,39.51
1979-03-01,avg,28.45
1979-03-01,min,17.38
1979-04-01,max,46.44
1979-04-01,avg,34.83
1979-04-01,min,23.22
1979-05-01,max,55.33
1979-05-01,avg,43.57
1979-05-01,min,31.8
1979-06-01,max,67.21
1979-06-01,avg,52.92
1979-06-01,min,38.61
1979-07-01,max,75.6
1979-07-01,avg,60.51
1979-07-01,min,45.43
1979-08-01,max,70.48
1979-08-01,avg,58.41
1979-08-01,min,46.33
1979-09-01,max,69.91
1979-09-01,avg,54.36
1979-09-01,min,38.79
1979-10-01,max,54.48
1979-10-01,avg,42.24
1979-10-01,min,30.0
1979-11-01,max,32.68
1979-11-01,avg,22.57
1979-11-01,min,12.45
1979-12-01,max,34.84
1979-12-01,avg,24.24
1979-12-01,min,13.64
1980-01-01,max,23.59
1980-01-01,avg,13.57
1980-01-01,min,3.54
1980-02-01,max,33.22
1980-02-01,avg,23.7
1980-02-01,min,14.18
1980-03-01,max,35.8
1980-03-01,avg,25.65
1980-03-01,min,15.51
1980-04-01,max,51.73
1980-04-01,avg,38.68
1980-04-01,min,25.61
1980-05-01,max,56.88
1980-05-01,avg,46.04
1980-05-01,min,35.19
1980-06-01,max,66.43
1980-06-01,avg,53.26
1980-06-01,min,40.06
1980-07-01,max,75.74
1980-07-01,avg,61.14
1980-07-01,min,46.53
1980-08-01,max,68.45
1980-08-01,avg,55.38
1980-08-01,min,42.3
1980-09-01,max,62.56
1980-09-01,avg,50.34
1980-09-01,min,38.1
1980-10-01,max,51.8
1980-10-01,avg,39.7
1980-10-01,min,27.59
1980-11-01,max,38.73
1980-11-01,avg,29.46
1980-11-01,min,20.19
1980-12-01,max,36.68
1980-12-01,avg,27.66
1980-12-01,min,18.64
1981-01-01,max,37.72
1981-01-01,avg,26.55
1981-01-01,min,15.37
1981-02-01,max,34.18
1981-02-01,avg,23.43
1981-02-01,min,12.7
1981-03-01,max,43.66
1981-03-01,avg,31.64
1981-03-01,min,19.63
1981-04-01,max,50.58
1981-04-01,avg,38.61
1981-04-01,min,26.65
1981-05-01,max,53.29
1981-05-01,avg,43.92
1981-05-01,min,34.52
1981-06-01,max,63.41
1981-06-01,avg,51.4
1981-06-01,min,39.36
1981-07-01,max,74.55
1981-07-01,avg,59.61
1981-07-01,min,44.67
1981-08-01,max,75.76
1981-08-01,avg,60.22
1981-08-01,min,44.67
1981-09-01,max,67.19
1981-09-01,avg,52.57
1981-09-01,min,37.94
1981-10-01,max,46.71
1981-10-01,avg,36.72
1981-10-01,min,26.73
1981-11-01,max,42.12
1981-11-01,avg,32.32
1981-11-01,min,22.53
1981-12-01,max,30.24
1981-12-01,avg,21.52
